state,acfrs_original_name,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,name
NJ,Red Bank Borough School District,35836,2020,School District,9477252,415000,1026139,0,0,0,8003444,0,0,0,32669,86646,10240912,0,24635626,1245135,33718049,8664626,81653200,0,90317826,red bank borough
TX,Axtell Independent School District,65698,2020,School District,8726010,0,1082579,0,0,1290919,2523293,0,3829219,0,0,237599,2271262,0,10317015,319977,12505899,0,0,0,12825876,axtell
NJ,School District of Lakehurst,35855,2020,School District,2503122,461000,79894,0,0,0,1882381,0,0,0,79847,248755,1523050,0,9631670,1038826,10364649,0,0,0,11403475,of lakehurst
NJ,Hopatcong Borough School District,35879,2020,School District,16819796,0,6257900,62531,0,0,9708994,0,0,0,790371,36509424,11330491,0,33456679,1346721,79949873,0,0,0,81296594,hopatcong borough
IL,Mount Prospect School District 57,65744,2020,School District,28447680,7101640,3548068,147610,0,0,1879653,0,15744992,0,25717,1484874,13704643,50000,28057517,2682751,40614283,0,0,0,43297034,mount prospect 57
NM,Hobbs Municipal School District 33,35939,2020,School District,217698777,44687838,5578125,0,0,0,130124258,0,36796249,0,512307,48941202,17296545,5041464,105368449,61985542,114662118,0,0,0,176647660,hobbs municipal 33
NY,Enlarged Ogdensburg City School District,36370,2020,School District,125633976,43106197,5284726,0,0,0,2385201,1993150,74682017,0,104789,976636,2453256,0,42532820,9699281,36263431,0,0,0,45962712,enlarged ogdensburg
NY,Byron-Bergen Central School District,36201,2020,School District,34991992,23380246,1530871,0,0,769924,1786596,1175563,2339355,0,5185000,219108,1465705,0,22643643,686926,23641530,0,0,0,24328456,byron bergen central
NY,Enlarged City School District of Middletown,36325,2020,School District,273896421,97431147,14570624,0,0,2809148,13644011,0,140935367,0,4506124,1036881,13249885,188575,188686208,-1539515,204701064,0,0,0,203161549,enlarged of middletown
NY,Gloversville Enlarged School District,36196,2020,School District,153764240,22095741,2689179,0,0,35800000,2793139,0,89266711,0,1119470,192039,5660418,0,64673292,6697181,63828568,0,0,0,70525749,gloversville enlarged
SC,Florence County School District Three,38337,2020,School District,85047732,3163000,4045557,548964,0,0,42740067,0,34427197,0,122947,140207,29863393,0,12981180,1576546,41408234,0,0,0,42984780,florence three
AK,Copper River School District,30411,2020,School District,4441630,0,255661,0,0,0,4055668,0,76332,192170,53969,16985,928619,0,7316513,-118224,8380341,0,0,0,8262117,copper river
NY,Salamanca City Central School District,36128,2020,School District,44150978,15347432,22601355,0,0,0,3238177,1913908,1194014,0,1770000,15226658,3141332,918930,40299545,20090581,39495884,0,0,0,59586465,salamanca city central
NY,Susquehanna Valley Central School District,36112,2020,School District,154244372,27119662,3317094,0,0,0,2482102,0,120281399,0,1044115,360979,1403256,290395,38449776,-4170487,44674893,0,0,0,40504406,susquehanna valley central
NY,Whitney Point Central School District,36117,2020,School District,138576919,31513264,2090895,0,0,1165976,2617607,1609711,100440244,0,748933,259179,3215961,0,36671401,-4448965,44595506,0,0,0,40146541,whitney point central
PA,School District of Borough of Brentwood,54277,2020,School District,48274395,9590000,2923162,153160,0,0,31625000,0,3470027,0,513046,204224,4857029,0,19776525,1809080,23028698,0,0,0,24837778,of borough of brentwood
PA,School District of Borough of Morrisville,50834,2020,School District,44108404,9591469,3369092,30797,0,1099000,27788869,0,1925831,0,274546,156066,4559888,0,17407127,-2055421,24178502,0,0,0,22123081,of borough of morrisville
NC,Wake County Board of Education,36675,2020,School District,2749372028,0,81754128,0,0,0,691000187,0,1855820546,2555383,101800437,23817216,1120724055,29681976,796472488,152042170,1818653565,0,0,0,1970695735,wake county
NC,New Hanover County Board of Education,36619,2020,School District,450302332,0,20490122,0,0,0,113436280,0,302393398,416941,13627106,2402791,199527158,0,124382802,13892639,312420112,0,0,0,326312751,new hanover county
NC,Yadkin County Board of Education,36689,2020,School District,83177401,0,2034359,0,0,0,20993088,0,56297677,76371,3651736,1558907,44899753,309379,10479020,618514,56628545,0,0,283924,57247059,yadkin county
NY,Union Free School District of the Tarrytowns,36475,2020,School District,211947532,59228850,7979028,0,0,0,5692650,5468297,137788100,0,698977,2118288,3834392,423873,75474571,-8414198,90265322,0,0,0,81851124,union free of the tarrytowns
NY,Wayland-Cohocton Central School District,36394,2020,School District,35248581,20115514,2586050,0,0,0,2365559,1675649,7747781,0,726513,161861,1885160,355918,31113030,-357798,33873767,0,0,0,33515969,wayland cohocton central
NC,Burke County Public Schools,36510,2020,School District,174478989,0,3450218,0,0,0,44541631,0,118218402,161929,7675814,6322880,100156985,51016,21384206,-780768,128695857,0,0,0,127915089,burke county
OH,Middletown City School District,37016,2020,School District,200238109,107965528,8738920,0,0,560000,74531334,0,6827843,4300816,1614484,1596177,21488087,10000,78820914,1680115,100235063,0,0,0,101915178,middletown
OH,North Ridgeville City School District,37156,2020,School District,123351253,60614563,6525513,994447,0,2370000,47297703,0,4946953,2681406,602074,2136488,2734005,0,48774888,-5260704,58906085,0,0,0,53645381,north ridgeville
NC,Roanoke Rapids Graded School District,36573,2020,School District,44402271,0,864585,0,0,0,11391211,0,30327131,41597,1819344,743978,21885566,0,6442569,-1182792,30254905,0,0,0,29072113,roanoke rapids graded
NY,Newburgh Enlarged City School District,36329,2020,School District,817497558,39698499,36704943,0,0,0,19837087,18058262,680877061,0,3571649,725211,25764445,0,288534758,-34215261,349239675,0,0,0,315024414,newburgh enlarged
OR,Corvallis School District 509j,37593,2020,School District,275178113,201888147,12871059,1344841,0,0,52956449,0,5450900,0,330357,1757824,7223473,0,99415209,4372710,104023796,0,0,0,108396506,corvallis 509j
NY,Clinton-Essex-Warren-Washington Counties Boces,36154,2020,School District,159537889,0,13056568,0,0,0,4521413,0,139798215,0,2161693,67205629,3046944,0,829660,26547095,44535138,0,0,0,71082233,clinton essex warren washington counties boces
OH,Mahoning County Career and Technical Center,37174,2020,School District,19960078,2638294,1288803,0,0,0,13200154,0,930193,817587,1097634,3896386,1151865,138500,12528683,438286,17277148,0,0,0,17715434,mahoning county career and technical center
OH,Symmes Valley Local School District,37143,2020,School District,13806551,0,0,75617,379892,0,10779390,0,1098510,0,465099,934262,1858031,19445,9598467,-1237244,13647449,0,0,0,12410205,symmes valley
PA,Quakertown Community School District,37903,2020,School District,315886309,143801955,12445077,996358,0,7236000,138523000,0,10948338,0,1935581,902833,17433243,0,95346688,9633585,104049179,0,0,0,113682764,quakertown
OH,Portage Lakes Career Center,37272,2020,School District,9685007,0,692159,0,0,0,7776378,0,564201,473337,652269,1244046,537650,0,6169182,-768106,8718984,0,0,0,7950878,portage lakes career center
OK,Francis Tuttle Technology Center School District No. 21,37456,2020,School District,73227505,0,4926560,31391131,0,0,35555974,0,0,332203,1353840,2186321,5033674,0,66954556,14078425,60096126,0,0,0,74174551,francis tuttle technology center 21
OK,Grandview School District No. Co34,37384,2020,School District,590540,0,569010,21529,0,0,0,0,0,0,0,0,0,0,7505964,546427,6959537,0,0,0,7505964,grandview co34
OH,Washington County Career Center,37302,2020,School District,12592687,1225000,660217,0,0,0,9029971,0,897556,514021,779943,1528449,2297659,0,6508139,441789,9892458,0,0,0,10334247,washington county career center
PA,Greater Altoona Career and Technology Center,37893,2020,School District,18249797,0,4032356,173134,0,0,12593161,0,1075513,0,375632,763840,1804303,0,8167800,13580,10722363,0,0,0,10735943,greater altoona career and technology center
SC,Clarendon County School District Three,38328,2020,School District,26944469,0,1238922,0,0,73867,14213444,0,11394030,0,24206,360712,9317215,0,4051495,383623,13345799,0,0,0,13729422,clarendon three
SC,Spartanburg County School District One,38365,2020,School District,192302713,71020986,5549833,2800721,0,616081,61061791,0,50177301,0,0,473540,32110822,0,33280772,3208949,62656185,0,0,0,65865134,spartanburg one
SC,Florence School District One,38336,2020,School District,436403990,36849996,21042230,0,0,0,201866556,0,163889580,0,486079,1122946,100492207,7565487,92253591,-14027985,215462216,0,0,0,201434231,florence one
SD,Southeast Area Cooperative,38445,2020,School District,204199,0,175306,0,0,0,0,5710,0,0,28893,867591,1179878,0,1472,-131131,2180072,0,0,0,2048941,southeast area cooperative
TX,Dripping Springs Independent School District,39006,2020,School District,377882498,0,26908681,0,0,0,17662278,0,22840509,0,0,5928090,9150168,0,88779874,3959895,99898237,0,0,0,103858132,dripping springs
WA,Grandview School District No. 200,39715,2020,School District,3480968,36570000,3480968,0,0,0,14326611,0,0,0,0,0,0,0,84336949,384961,83951987,0,0,0,84336949,grandview 200
TX,New Caney Independent School District,39108,2020,School District,676637969,541321495,20564452,0,0,0,54175721,0,60576301,0,0,3043843,33426310,0,181559850,-9694972,227724975,0,0,0,218030003,new caney
PA,Wilkes-Barre Area Career and Technical Center,38068,2020,School District,31197795,6071000,1693540,180183,0,0,17543000,0,5048686,0,463617,1157115,5188197,0,7032574,1180088,12197798,0,0,0,13377886,wilkes barre area career and technical center
PA,Harborcreek School District,37983,2020,School District,65753745,6048292,6037792,0,0,0,47063000,0,4968343,0,1636318,477645,18111156,0,19957168,4241565,34304404,0,0,0,38545969,harborcreek
TX,Grape Creek Independent School District,39208,2020,School District,21586978,11715865,1851540,0,0,0,2763343,0,4753090,0,0,159782,2406281,0,15700861,2401244,15865680,0,0,0,18266924,grape creek
PA,Riverview Intermediate Unit 6,37940,2020,School District,41857933,0,4461745,0,162866,0,32374000,0,4776000,0,83322,240439,20678584,0,6802902,312428,27409497,0,0,0,27721925,riverview intermediate unit 6
PA,Schuylkill Technology Center,38133,2020,School District,14463662,0,1612335,0,0,0,11415000,0,1252964,0,183363,474443,2539711,0,5579470,179664,8413960,0,0,0,8593624,schuylkill technology center
OK,Tulsa Public Schools,37500,2020,School District,587239,251523,67524,10893,0,0,241594,0,0,0,8642,11775,94805,0,381816,39367,449029,0,0,0,488396,tulsa
NJ,Ocean County Vocational Technical School District,40245,2020,School District,13224595,0,902534,0,0,0,10158870,0,0,0,2163191,165283,7781282,0,30941905,-503229,39391699,142998,12946,0,38888470,ocean county vocational technical
TX,Region 9 Education Service Center,39246,2020,School District,4845235,0,723909,0,0,0,1328390,0,2792936,0,0,3671903,9924848,0,1475096,210581,14861266,0,0,0,15071847,region 9 education service center
NY,Southwestern Central School District,44314,2020,School District,61898268,10012513,2044907,0,0,27529137,1611404,0,20700307,0,0,200055,1162034,0,28626505,3571431,26417163,0,0,0,29988594,southwestern central
LA,Avoyelles Parish School Board,42993,2020,School District,147134536,2104165,3930344,331660,0,0,43259057,0,95100176,0,1904134,31289,13038466,0,45272521,89133,58253143,0,0,0,58342276,avoyelles parish school board
WA,Stanwood-Camano School District No. 401,39686,2020,School District,147111457,124370000,0,0,0,0,21829966,0,0,0,911491,0,0,0,87052453,-68625098,155677551,0,0,0,87052453,stanwood camano 401
TX,Education Service Center Region 11,40486,2020,School District,29933943,0,10510788,0,0,0,8238299,0,11126102,0,0,20837762,20663983,0,1800105,-239660,43541510,2635089,0,0,43301850,education service center region 11
WI,Ellsworth Community School District,40041,2020,School District,37484657,29033492,2047101,0,0,1660000,0,2097102,4558207,0,185857,1069154,2261014,0,21632179,905921,24056426,0,0,0,24962347,ellsworth
MO,Raymore-Peculiar R-II School District,41312,2020,School District,47320000,42570000,0,4750000,0,0,0,0,0,0,0,3161899,7339545,101515,68111720,3841402,74873277,0,0,0,78714679,raymore peculiar r ii
TX,Carrollton-Farmers Branch Independent School District,43037,2020,School District,478280382,221864030,63954995,0,0,0,88751359,0,99945676,0,2153237,6300683,44856936,359610,330727931,35771573,346473587,2767602,0,0,382245160,carrollton farmers branch
NY,Eastern Suffolk Boces,41001,2020,School District,1189265579,0,69174027,0,6536047,30000000,40353725,0,1000721947,0,36977588,377726270,13552479,0,2187562,-59409110,452875421,0,0,0,393466311,eastern suffolk boces
OK,Union Public Schools I-9,37501,2020,School District,222372429,91877570,15611194,0,0,0,102943734,0,6251250,0,5148107,5487948,36285947,14872,136866812,467629,178187950,21934912,54479,0,178655579,union i 9
IA,Bettendorf Community School District,44318,2020,School District,68505638,27380000,9147423,0,0,0,23525569,0,7774341,0,363905,7280000,5838077,11278,49141987,-2875629,65146971,0,0,0,62271342,bettendorf
OH,Northwest Ohio Educational Service Center,41867,2020,School District,0,0,0,0,0,0,23985900,0,3297018,1222994,0,19693705,3858794,0,827276,-84560,24464335,0,0,0,24379775,northwest ohio educational service center
MO,Mountain View-Birch Tree R-III School District,43209,2020,School District,3355000,0,0,3355000,0,0,0,0,0,0,0,302915,2441137,0,10144869,1474628,11414293,0,0,0,12888921,mountain view birch tree r iii
OH,Plymouth-Shiloh Local School District,43170,2020,School District,13042417,403130,1040738,556140,0,0,9808717,0,836610,577608,397082,1220908,1514285,60000,8466421,-641771,11903385,0,0,0,11261614,plymouth shiloh
LA,Iberville Parish School Board,43805,2020,School District,229753010,29733066,4099412,0,0,0,77696433,0,114421498,0,3802601,58918,9679780,0,87175674,4030275,92884097,10647142,600000,0,96914372,iberville parish school board
VT,Franklin Northeast Supervisory Union,43329,2020,School District,890092,0,562203,0,0,0,327889,0,0,0,0,67880,11582754,0,2547179,91723,14106090,0,0,0,14197813,franklin northeast supervisory union
MO,Lebanon R-III School District,44283,2020,School District,0,36145000,0,568310,0,0,0,0,0,0,0,2526938,8576848,0,46330421,2133159,55301048,0,0,0,57434207,lebanon r iii
AZ,Blackwater Community School,45243,2020,School District,2019819,0,0,0,0,0,0,0,0,0,40640,14483,4587253,0,3386745,-12700813,20689294,0,0,0,7988481,blackwater community school
MT,Lockwood School District No. 26,44113,2020,School District,74079731,60794756,74029,0,0,0,6816062,0,5974181,0,420703,149831,2330516,0,16809663,279577,19010433,0,0,0,19290010,lockwood 26
NJ,School District of the Borough of Haledon,46272,2020,School District,3941410,0,1049389,0,0,0,2798397,0,0,0,91869,325109,2103092,0,19277876,272615,21433462,0,0,0,21706077,of the borough of haledon
MA,Acton-Boxborough Regional School District,44424,2020,School District,175261265,91016968,5816585,2235720,0,0,31360065,0,39506843,0,3400950,3241703,24956759,2768557,91680421,-1880176,124527616,0,0,0,122647440,acton boxborough regional
MO,Reorganized School District No.1 of Moniteau County,44696,2020,School District,0,5870000,0,1000000,0,0,0,0,0,0,141728,1051262,1924332,48532,15319577,-550425,18894127,0,0,0,18343703,reorganized 1 of moniteau county
NY,East Hampton Union Free School District,46230,2020,School District,176801970,41073068,4480562,0,0,0,5786023,4276513,114217116,0,4439768,13340494,1188432,0,56241897,-5789288,76560111,0,0,0,70770823,east hampton union free
IL,B-M-P Tri-County Special Education Cooperative,47478,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4126358,-83123,4209481,0,0,0,4126358,b m p tri county special education cooperative
CO,Estes Park School District No.R-3,48024,2020,School District,41284399,17293283,1429530,0,0,0,20784208,0,1021929,0,755449,160439,2476777,0,15366054,4158665,13844605,0,0,0,18003270,estes park r 3
NE,Educational Service Unit No. 13,47070,2020,School District,0,375000,0,505183,0,0,3684004,0,0,0,0,4430212,5211430,0,4524229,-859838,15025709,0,0,0,14165871,educational service unit 13
NM,Gadsden Independent School District No. 16,35934,2020,School District,308526630,45392028,7182948,0,0,0,198261635,0,56044041,0,1645978,1738867,38298119,8401235,144828762,100564212,92702771,0,0,0,193266983,gadsden 16
IN,School City of Whiting,46944,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17705577,2011923,15693654,0,0,0,17705577,school city of whiting
NJ,Borough of Manville School District,46367,2020,School District,5915060,0,444476,229981,0,0,4683094,0,0,0,557509,210983,6279809,0,26094505,2314541,30270756,0,0,0,32585297,borough of manville
KS,Unified School District No 447 Cherryvale,48622,2020,School District,0,0,0,1144105,0,0,7133891,0,0,0,0,0,0,0,13788388,-59434,13847822,0,0,0,13788388,no 447 cherryvale
AK,Lake and Peninsula School District,31588,2020,School District,8490463,0,1078459,0,0,0,7296369,0,115635,369764,0,356116,1351167,0,12952304,1064181,13595406,0,0,0,14659587,lake and peninsula
OH,Warrensville Heights City School District,49113,2020,School District,143105396,61232689,6287341,0,0,0,31248221,0,4057970,1604746,1380157,953081,5016082,67691,41776322,4713277,43099899,0,0,0,47813176,warrensville heights
WA,Othello School District No. 147,45271,2020,School District,3011905,16810000,3011806,0,0,0,18061660,0,0,0,0,0,0,0,71565336,620341,70944995,0,0,0,71565336,othello 147
WA,Olympic Educational Service District No. 114,39652,2020,School District,18707049,1347000,1757931,0,0,0,5022998,0,6564753,0,586993,0,0,0,27031145,810514,26220631,3747312,328116,0,27031145,olympic 114
AR,Hamburg School District No. 51,98703,2020,School District,615581,18940000,615581,2656,0,0,13653539,0,0,0,0,0,0,0,26859830,4790986,22068844,0,0,0,26859830,hamburg 51
AK,Lower Yukon School District,30409,2020,School District,30799611,0,3762697,169620,0,0,25958865,0,449456,1262037,458973,771103,10162007,2334210,58269543,293697,71243166,0,0,0,71536863,lower yukon
ME,Penobscot Indian School Committee,53454,2020,School District,716858,0,449044,0,0,127601,0,0,0,0,140213,0,2976593,0,1631989,207195,4401388,0,0,0,4608583,penobscot indian school committee
NY,Suffern Central School District,59199,2020,School District,322756198,15955680,7023438,0,0,0,7431263,8270180,292068527,0,277290,737089,4534950,0,136119993,-23754278,165146310,0,0,0,141392032,suffern central
NY,Central Valley Central School District,56499,2020,School District,176913210,71689476,4961677,0,0,0,2445322,2266763,96630453,0,1186282,52041,3622457,578144,51867280,5557656,50562266,0,0,0,56119922,central valley central
AK,Southeast Island School District,65158,2020,School District,4716901,0,1072079,0,0,0,3572020,0,65448,180494,7354,103885,1034663,790619,6337440,907518,7359089,0,0,0,8266607,southeast island
CA,Temple City Unified School District,31249,2020,School District,210392211,108263964,6548722,2826504,0,0,67358897,0,22459591,0,1048438,2540349,12573761,0,62295473,-10030130,87439713,0,0,0,77409583,temple city
CA,Humboldt County Office of Education,31680,2020,School District,45754139,0,3611825,0,0,0,30239437,0,8231768,0,411094,8533196,28006420,0,18135475,-1441820,56116911,0,0,0,54675091,humboldt county office of education
CA,Mountain View School District,31230,2020,School District,44189677,12307966,1777523,0,0,0,23978965,0,5143379,0,167156,859396,3591235,2308,33872216,6990754,31334401,0,0,0,38325155,mountain view
NJ,Bridgewater-Raritan Regional School District,35872,2020,School District,61766195,18037744,5412124,800343,0,0,28428421,0,0,0,9087563,2084872,41659119,0,161618003,14368376,190993618,167301842,82471361,0,249773203,bridgewater raritan regional
MO,Pike County R-III School District,35290,2020,School District,0,1830000,0,37491,0,0,0,0,0,0,40399,1458033,1171379,59671,4240283,265172,6664194,0,0,0,6929366,pike county r iii
AL,Mountain Brook City Board of Education,30353,2020,School District,91255346,0,6574064,7417,0,0,58034000,0,19290992,0,0,4480579,24787154,996265,37721167,625256,67359909,0,0,0,67985165,mountain brook city
MO,Woodland R-IV School District,35175,2020,School District,1124234,0,0,1124234,0,0,0,0,0,0,0,284785,1473373,0,6689483,-271175,8718816,0,0,0,8447641,woodland r iv
NJ,Hudson County Schools of Technology,35621,2020,School District,52772241,0,9652131,0,0,0,28151374,0,0,0,14968736,6357259,16366607,5000000,65498579,2317689,90904756,0,0,0,93222445,hudson county schools of technology
IL,Community Consolidated School District No. 146,32957,2020,School District,50295802,22677437,1502484,0,0,0,3314932,0,22800949,0,0,409898,18622512,0,40078101,1699270,57411241,0,0,0,59110511,146
MI,Midland County Educational Service Agency,34544,2020,School District,39747608,0,5591985,17050,0,0,27933639,0,6081603,0,123331,4600793,16604532,0,8379097,-1504462,31088884,0,0,0,29584422,midland county educational service agency
MS,Humphreys County School District,35021,2020,School District,26933344,1500000,223040,0,0,0,23351585,0,1697969,0,160750,173178,4357435,0,11713570,-2741850,18986033,0,0,0,16244183,humphreys
NJ,School District of the Borough of Tinton Falls,35837,2020,School District,40777887,32673000,2805145,38353,0,0,4841475,0,0,0,419914,429435,1993832,0,35976020,-525372,38924659,0,0,0,38399287,of the borough of tinton falls
KS,Unified School District 204 Bonner Springs-Edwardsville,42761,2020,School District,0,51450000,0,0,0,0,25370456,0,0,0,0,0,0,0,48806570,-1546823,50353393,0,0,0,48806570,204 bonner springs edwardsville
NM,Mora Independent School District No. 44,35943,2020,School District,13590715,0,333080,0,0,0,10280126,0,2912962,0,64547,62988,3253068,154654,8138599,3606771,8002538,0,0,0,11609309,mora 44
IL,Bi-County Special Education Cooperative,33153,2020,School District,6933,0,6933,0,0,0,0,0,0,0,0,0,0,0,8480492,-120855,8601347,0,0,0,8480492,bi county special education cooperative
NY,South Country Central School District,43036,2020,School District,446831110,56208859,14191732,0,0,0,7259748,7929033,356201930,0,10314563,604274,5875456,0,128479901,-27489572,162449203,0,0,0,134959631,south country central
NY,Genesee Valley Central School District,45167,2020,School District,31672650,28330737,641353,0,0,0,1676476,758438,812657,0,211427,168797,1409541,0,16208523,-308627,18095488,0,0,0,17786861,genesee valley central
NJ,Bergen County Technical and Vocational High School District,42533,2020,School District,43584707,0,2830832,0,0,0,37360811,0,0,0,3393064,36666219,22352986,0,43145945,4253531,97911619,0,0,0,102165150,bergen county technical and vocational
MN,Special School District No.6,42341,2020,School District,81483218,29735579,8247973,327842,0,0,28894801,0,8672248,0,231595,1524857,8560643,0,42463748,-2098611,54647859,0,297113,0,52549248,special 6
KY,Dawson Springs Independent School District,47999,2020,School District,7310994,2784311,126834,102254,0,0,2317810,0,1900171,0,79614,33926,3122421,182442,4380075,-204624,7923488,33926,528447,0,7718864,dawson springs
PA,Daniel Boone Area School District,46553,2020,School District,163002225,72050733,7540377,1515064,0,0,73776000,0,7304666,0,815385,799266,10787315,560549,48169904,3660898,56656136,0,0,0,60317034,daniel boone area
WI,School District of Bowler,40068,2020,School District,1129542,74227,403583,440000,0,0,12103,526452,138109,0,61520,369317,1564955,0,5584836,486846,7032262,0,0,0,7519108,of bowler
OH,Canal Winchester Local School District,47570,2020,School District,113990401,52725630,5756547,31132,0,1590000,47149546,0,4599543,2680537,2138003,2267769,7857589,130471,44475586,701011,54030404,0,0,0,54731415,canal winchester
IL,Career Center of Southern Illinois,42411,2020,School District,1192984,0,300851,0,0,0,75353,3856,816780,0,0,996062,1352995,0,511033,-114843,2974933,0,0,0,2860090,career center of southern illinois
IL,Grundy County Special Education Cooperative,40488,2020,School District,0,0,0,0,0,0,0,0,0,0,0,7378092,7632874,0,920661,-1416414,17348041,0,0,0,15931627,grundy county special education cooperative
IL,Eastern Illinois Area of Special Education,47463,2020,School District,1849896,0,1849896,0,0,0,0,0,0,0,0,0,0,0,23610771,642179,22968592,0,0,0,23610771,eastern illinois area of special education
NY,Washington Saratoga Warren Hamilton Essex Counties Boces,40423,2020,School District,135144719,0,19862075,0,0,0,1705917,2892470,102519775,0,1705917,85163787,1518577,0,3884306,8508690,82057980,0,0,0,90566670,washington saratoga warren hamilton essex counties boces
MT,Hamilton Public Schools,35418,2020,School District,31111868,10017802,190390,115029,0,1748152,12234465,0,5740858,0,1065172,208877,2743025,194045,15493458,-769786,19409191,0,0,0,18639405,hamilton
OR,Coos County School District No. 54,65029,2020,School District,10033119,550000,572625,146466,0,0,8740570,0,0,0,23458,472579,1914276,962748,8591128,569812,11370919,0,0,0,11940731,coos 54
LA,Caddo Parish School Board,33821,2020,School District,1687916760,94365984,66931710,613562,0,0,465031791,0,1040443081,0,14609173,147619,58897120,0,417775590,-18777077,495597406,0,0,0,476820329,caddo parish school board
NY,West Babylon Union Free School District,36398,2020,School District,424453835,38469319,7363962,0,0,0,9622777,6892862,360556073,0,2661396,639181,3106686,302627,111356124,-29443149,144847767,0,0,0,115404618,west babylon union free
AZ,Casa Blanca Community School Inc,66941,2020,School District,663708,0,618974,0,0,0,0,0,0,0,44734,22637,2161459,0,3516613,946003,4754706,0,0,0,5700709,casa blanca community school inc
CA,Alpine County Office of Education,67002,2020,School District,1504296,0,471052,0,0,0,1006200,0,0,0,27044,0,192308,0,1287567,-232757,1712632,0,0,0,1479875,alpine county office of education
CA,Fresno County Superintendent of Schools,67306,2020,School District,188093181,0,53939616,0,0,0,116635864,0,16177375,0,1340326,9140306,145085132,18051,65271434,-6223501,225738424,0,0,0,219514923,fresno county superintendent of schools
CA,Hope Elementary School District (Tulare County),67366,2020,School District,2512179,0,265867,0,0,0,2221721,0,0,0,0,19453,312497,234048,2591645,74240,3083403,0,0,0,3157643,hope (tulare county)
CA,Junction Elementary School District (Shasta County),67418,2020,School District,6965667,3452503,212281,50477,0,0,3126370,0,118337,0,5699,28279,604025,0,3407451,-231950,4271705,0,0,0,4039755,junction (shasta county)
CA,Liberty Elementary School District (Sonoma County),67486,2020,School District,4785833,1335737,707856,0,0,0,2707268,0,11051,0,8565,15888,162076,0,4465496,1053585,3589875,0,0,0,4643460,liberty (sonoma county)
CA,Mariposa County Office of Education,67546,2020,School District,3925466,0,217207,0,0,0,3008522,0,667221,0,32516,3825,2429572,0,2081272,363082,4151587,0,0,0,4514669,mariposa county office of education
CA,Mission Union Elementary School District,67576,2020,School District,2522258,221406,669578,0,0,0,1411788,0,219486,0,0,0,371631,10245,1287505,-113989,1783370,0,0,0,1669381,mission
CA,Liberty Elementary School District (Tulare County),67487,2020,School District,7999351,542744,839353,10904,0,0,4373150,0,0,0,0,447673,552544,2208314,6375511,2947236,6636806,0,0,0,9584042,liberty (tulare county)
CA,Mt Pleasant Elementary School District,67615,2020,School District,78636162,29058578,3744212,0,732727,0,31892000,0,13168303,0,40342,103840,48896819,0,26374250,-2978505,78353414,0,0,0,75374909,mt pleasant
CA,Pacific Union Elementary School District (Humboldt County),67677,2020,School District,13191341,6569249,656584,0,0,0,5755837,0,201621,0,8050,52000,1121254,0,6316195,180328,7309121,0,0,0,7489449,pacific (humboldt county)
CA,San Bernardino County Superintendent of Schools,67799,2020,School District,374639799,0,105149597,0,0,0,244607537,0,16530738,0,4199680,57692640,298581454,-123345,89358326,-29489105,474998180,0,0,0,445509075,san bernardino county superintendent of schools
CA,Sausalito Marin City Elementary School District,67849,2020,School District,25213742,15831205,1481155,0,0,0,4305930,0,434235,0,8069,30,1667413,4749,6520894,-1159376,9352462,0,0,0,8193086,sausalito marin city
IL,Alsip Hazelgreen and Oak Lawn School District 126,46399,2020,School District,0,0,0,0,0,0,1013595,1451141,10986760,0,0,111034,1936654,0,27354394,6823524,22578558,0,0,0,29402082,alsip hazelgreen and oak lawn 126
AR,Cleveland County School District,51189,2020,School District,196934,3055000,196934,26000,0,0,8023821,0,0,0,0,0,0,0,10371341,-683391,11054732,0,0,0,10371341,cleveland
LA,Catahoula Parish School Board,58119,2020,School District,39091181,980000,1516969,0,0,0,12391128,0,23901310,0,301774,17066,2630364,0,12206656,-471370,15325456,0,0,0,14854086,catahoula parish school board
AR,Lee County School District No. 1,45680,2020,School District,268331,1220000,268331,0,0,0,6964793,0,0,0,0,0,0,0,8979325,-692857,9672182,0,0,0,8979325,lee 1
AR,South Conway County School District,30692,2020,School District,951218,42715000,951218,2135338,0,0,23214954,0,0,0,0,0,0,0,31047073,-5703703,36750776,0,0,0,31047073,south conway
GA,Savannah-Chatham County Public Schools,70970,2020,School District,772003924,2338479,77753452,0,8229372,0,391130810,0,277182727,0,7427742,4064818,220495234,3523789,370993408,90421002,508656247,0,0,0,599077249,savannah chatham county
GA,City of Dalton Board of Education,70974,2020,School District,207215780,46319878,16153507,8947960,0,0,78313708,0,57449840,0,30887,932907,64084816,3729487,41417974,2977863,107187321,0,0,0,110165184,city of dalton
GA,City of Decatur Board of Education,70975,2020,School District,153760346,0,11107659,0,0,0,64899676,0,45425224,0,155735,4774925,39106212,0,43476339,-5397492,92754968,0,0,0,87357476,city of decatur
AR,Searcy County School District No. 17,30774,2020,School District,196623,6630000,196623,797916,0,0,7550558,0,0,0,0,0,0,0,10797131,124526,10672605,0,0,0,10797131,searcy 17
