"","state","acfrs_original_name","id","NCES District ID","nces_original_name","student"
"2246","KY","Webster County School District",33747,"2105820","Webster County",2258
"2247","NY","Nanuet Union Free School District",36359,"3620190","NANUET UNION FREE SCHOOL DISTRICT",2254
"2248","OR","Tillamook School District",191005,"4112320","Tillamook SD 9",2254
"2249","OR","Tillamook County School District 9",197354,"4112320","Tillamook SD 9",2254
"2250","OR","Tillamook County School District 101",191003,"4112320","Tillamook SD 9",2254
"2251","CA","Chowchilla Elementary School District",146019,"0608520","Chowchilla Elementary",2250
"2252","AL","Crenshaw County Board of Education",43861,"0100960","Crenshaw County",2249
"2253","WI","School District of New London",40102,"5510590","New London School District",2248
"2254","MO","Pleasant Hill R-III School District",47241,"2925330","PLEASANT HILL R-III",2248
"2255","PA","Shamokin Area School District",38116,"4221240","Shamokin Area SD",2247
"2256","WV","Morgan County Board of Education",39801,"5400990","MORGAN COUNTY SCHOOLS",2245
"2257","OH","Jonathan Alder Local School District",48698,"3904826","Jonathan Alder Local",2244
"2258","NC","Madison County Board of Education",36604,"3702820","Madison County Schools",2244
"2259","PA","Wilson Area School District",38111,"4226550","Wilson Area SD",2243
"2260","CA","Firebaugh-Las Deltas Unified School District",146135,"0613840","Firebaugh-Las Deltas Unified",2237
"2261","CA","Oroville Union High School District",146467,"0629130","Oroville Union High",2237
"2262","AL","Demopolis City Board of Education",30365,"0101200","Demopolis City",2236
"2263","FL","Dixie County District School Board",32382,"1200450","DIXIE",2234
"2264","OH","Three Rivers Local School District",37115,"3904739","Three Rivers Local",2233
"2265","NY","Cheektowaga-Maryvale Union Free School District",36173,"3618600","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT",2231
"2266","CA","Orland Joint Unified School District",67669,"0600045","Orland Joint Unified",2231
"2267","AL","Fayette County Board of Education",30339,"0101470","Fayette County",2230
"2268","OH","Ravenna City School District",37223,"3904468","Ravenna City",2228
"2269","GA","Candler County Board of Education",189190,"1300810","Candler County",2227
"2270","GA","School District Candler County",197168,"1300810","Candler County",2227
"2271","MS","Forrest County School District",35004,"2801490","FORREST COUNTY SCHOOL DISTRICT",2226
"2272","CT","Regional School District 18",68344,"0903520","Regional School District 10",2225
"2273","CT","Regional School District 1",68354,"0903520","Regional School District 10",2225
"2274","OH","Gallia County Local School District",45711,"3906568","Gallia County Local",2219
"2275","TX","Pleasant Grove Independent School District",38831,"4835130","PLEASANT GROVE ISD",2218
"2276","PA","Octorara Area School District",37938,"4218030","Octorara Area SD",2215
"2277","AL","Pike County Board of Education",30377,"0102790","Pike County",2215
"2278","NY","Mount Sinai Union Free School District",36402,"3620040","MOUNT SINAI UNION FREE SCHOOL DISTRICT",2214
"2279","CA","Galt Joint Union High School District",146158,"0614820","Galt Joint Union High",2213
"2280","TX","Perryton Independent School District",95786,"4834650","PERRYTON ISD",2213
"2281","OH","Northern Local School District",46526,"3904905","Northern Local",2210
"2282","TX","Bellville Independent School District",38799,"4809810","BELLVILLE ISD",2207
"2283","OH","Springfield Local School District",37270,"3905006","Springfield Local",2202
"2284","NC","Polk County Board of Education",36636,"3703720","Polk County Schools",2201
"2285","CA","Nuview Union School District",31351,"0627780","Nuview Union",2200
"2286","TX","Canton Independent School District",191388,"4812750","CANTON ISD",2199
"2287","GA","Dade County Board of Education",70973,"1301590","Dade County",2199
"2288","ID","Fremont County Joint School District 215",167412,"1601110","FREMONT COUNTY JOINT DISTRICT",2196
"2289","KY","Fleming County School District",33655,"2101920","Fleming County",2194
"2290","NY","Geneva City School District",36315,"3611970","GENEVA CITY SCHOOL DISTRICT",2193
"2291","NJ","Northern Burlington County Regional School District",35748,"3411700","Northern Burlington County Regional School District",2193
"2292","OH","Washington Court House City School District",37082,"3910011","Washington Court House City",2191
"2293","PA","South Butler County School District",41743,"4221930","South Butler County SD",2189
"2294","OK","Miami School District",190842,"4019860","MIAMI",2185
"2295","GA","Brooks County Board of Education",91431,"1300540","Brooks County",2184
"2296","GA","School District Brooks County",105255,"1300540","Brooks County",2184
"2297","IA","Marion Independent School District",163080,"1918690","Marion Independent School District",2184
"2298","PA","Tunkhannock Area School District",38187,"4223850","Tunkhannock Area SD",2183
"2299","TX","Venus Independent School District",39051,"4844010","VENUS ISD",2182
"2300","PA","Grove City Area School District",47735,"4211220","Grove City Area SD",2181
"2301","OH","Niles City School District",37279,"3904449","Niles City",2178
"2302","PA","Hopewell Area School District",37868,"4212030","Hopewell Area SD",2177
"2303","AL","Randolph County Board of Education",43836,"0102820","Randolph County",2176
"2304","TX","Point Isabel Independent School District",38858,"4835250","POINT ISABEL ISD",2175
"2305","TX","Pearsall Independent School District",38945,"4834470","PEARSALL ISD",2174
"2306","KY","Union County School District",33742,"2105640","Union County",2174
"2307","KY","Carroll County Board of Education",33640,"2100990","Carroll County",2173
"2308","OH","Clyde-Green Springs Exempted Village School District",37237,"3910020","Clyde-Green Springs Exempted Village",2173
"2309","MO","Central R-III School District",35309,"2929170","CENTRAL R-III",2172
"2310","WI","Plymouth Joint School District",40071,"5511940","Plymouth Joint School District",2172
"2311","AK","North Slope Borough School District",31586,"0200610","North Slope Borough School District",2170
"2312","CT","Regional School District 18",68344,"0903660","Regional School District 05",2168
"2313","CT","Regional School District 1",68354,"0903660","Regional School District 05",2168
"2314","OH","London City School District",44145,"3904425","London City",2165
"2315","NY","Newark Central School District",36457,"3620640","NEWARK CENTRAL SCHOOL DISTRICT",2165
"2316","NJ","Stafford Township School District",197279,"3415690","Stafford Township School District",2161
"2317","KY","Henry County Board of Education",33674,"2102760","Henry County",2159
"2318","KY","Jackson County School District",33677,"2102940","Jackson County",2159
"2319","MI","Ludington Area School District",34533,"2622200","Ludington Area School District",2157
"2320","NJ","Northern Valley Regional High School District",35719,"3411760","Northern Valley Regional High School District",2156
"2321","NY","Honeoye Falls-Lima Central School District",46588,"3614700","HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT",2155
"2322","CA","Fallbrook Union High School District",146129,"0613530","Fallbrook Union High",2154
"2323","TX","Sinton Independent School District",39171,"4840350","SINTON ISD",2152
"2324","PA","Tamaqua Area School District",87517,"4223220","Tamaqua Area SD",2152
"2325","OH","East Liverpool City School District",45565,"3904391","East Liverpool City",2151
"2326","WI","Seymour Community School District",40034,"5513530","Seymour Community School District",2151
"2327","CA","Silver Valley Unified School District",146653,"0636820","Silver Valley Unified",2151
"2328","CA","Carpinteria Unified School District",56700,"0607560","Carpinteria Unified",2150
"2329","NY","Iroquois Central School District",36179,"3615360","IROQUOIS CENTRAL SCHOOL DISTRICT",2149
"2330","PA","Clearfield Area School District",37944,"4206150","Clearfield Area SD",2148
"2331","TX","Fabens Independent School District",38922,"4818900","FABENS ISD",2145
"2332","OH","Streetsboro City School District",37224,"3904923","Streetsboro City",2144
"2333","SC","Hampton County School District 2",168840,"4502430","Hampton 01",2142
"2334","OH","Indian Hill Exempted Village School District",47543,"3904543","Indian Hill Exempted Village",2140
"2335","OH","Maumee City School District",37163,"3904436","Maumee City",2140
"2336","TX","Raymondville Independent School District",39250,"4836540","RAYMONDVILLE ISD",2140
"2337","TX","Sweetwater Independent School District",39119,"4842030","SWEETWATER ISD",2138
"2338","TX","Ingleside Independent School District",95781,"4824180","INGLESIDE ISD",2137
"2339","FL","Calhoun County District School Board",32374,"1200210","CALHOUN",2133
"2340","MO","Orchard Farm R-V School District",35303,"2923160","ORCHARD FARM R-V",2132
"2341","NY","Wayne Central School District",36460,"3630330","WAYNE CENTRAL SCHOOL DISTRICT",2132
"2342","GA","Oglethorpe County Board of Education",189238,"1303990","Oglethorpe County",2131
"2343","GA","School District Oglethorpe County",197174,"1303990","Oglethorpe County",2131
"2344","NE","Beatrice Public Schools",190226,"3103600","BEATRICE PUBLIC SCHOOLS",2130
"2345","NE","Crete Public Schools",190248,"3100095","CRETE PUBLIC SCHOOLS",2130
"2346","PA","Wyoming Area School District",38065,"4226730","Wyoming Area SD",2130
"2347","NJ","Ocean City Board of Education",35770,"3411970","Ocean City School District",2128
"2348","PA","Saucon Valley School District",47730,"4211730","Saucon Valley SD",2128
"2349","PA","South Middleton School District",49647,"4222050","South Middleton SD",2126
"2350","SC","Barnwell School District 19",38322,"4501080","Barnwell 45",2125
"2351","SC","Barnwell School District 45",38321,"4501080","Barnwell 45",2125
"2352","NC","Yancey County Board of Education",36692,"3705070","Yancey County Schools",2124
"2353","OH","East Muskingum Local School District",37203,"3904883","East Muskingum Local",2123
"2354","PA","Hamburg Area School District",37880,"4211340","Hamburg Area SD",2119
"2355","CA","Woodlake Unified School District",146797,"0601418","Woodlake Unified",2117
"2356","WI","School District of Waupaca",40103,"5515840","Waupaca School District",2116
"2357","PA","General Mclane School District",37980,"4210650","General McLane SD",2115
"2358","PA","Midd-West School District",38134,"4215210","Midd-West SD",2114
"2359","AL","Sylacauga City Board of Education",93565,"0103120","Sylacauga City",2113
"2360","GA","Heard County Board of Education",105306,"1302790","Heard County",2111
"2361","OH","New Richmond Exempted Village School District",190698,"3904555","New Richmond Exempted Village",2111
"2362","PA","Schuylkill Valley School District",48538,"4220970","Schuylkill Valley SD",2111
"2363","GA","Bacon County Board of Education",70738,"1300150","Bacon County",2110
"2364","NY","Bayport-Blue Point Union Free School District",36416,"3604110","BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT",2110
"2365","PA","Fort Leboeuf School District",37989,"4209990","Fort LeBoeuf SD",2110
"2366","OH","Oakwood City School District",83986,"3904458","Oakwood City",2110
"2367","NY","Camden Central School District",36293,"3606240","CAMDEN CENTRAL SCHOOL DISTRICT",2109
"2368","TX","Jarrell Independent School District",45489,"4824600","JARRELL ISD",2107
"2369","NJ","Rancocas Valley Regional High School District",35743,"3413620","Rancocas Valley Regional High School District",2107
"2370","NY","Dunkirk City School District",36137,"3609420","DUNKIRK CITY SCHOOL DISTRICT",2104
"2371","MI","Big Rapids Public Schools",34536,"2605780","Big Rapids Public Schools",2102
"2372","ID","Kimberly School District 414",32747,"1601710","KIMBERLY DISTRICT",2101
"2373","PA","Northern Tioga School District",38144,"4217730","Northern Tioga SD",2100
"2374","AR","Dardanelle School District",149821,"0504930","DARDANELLE SCHOOL DISTRICT",2098
"2375","NY","Glens Falls City School District",42887,"3612240","GLENS FALLS CITY SCHOOL DISTRICT",2098
"2376","MI","Portland Public Schools",47855,"2629120","Portland Public Schools",2098
"2377","AK","Northwest Arctic Borough School District",31582,"0200625","Northwest Arctic Borough School District",2097
"2378","WI","Ashland School District",39928,"5500510","Ashland School District",2095
"2379","CA","Hughson Unified School District",146223,"0600060","Hughson Unified",2095
"2380","OH","Marlington Local School District",37263,"3904988","Marlington Local",2095
"2381","IL","Dolton School District 149",32898,"1712450","Dolton SD 148",2089
"2382","AL","Ozark City Board of Education",30330,"0102640","Ozark City",2089
"2383","CA","Bishop Unified School District",145944,"0601409","Bishop Unified",2088
"2384","MO","Dexter R-XI School District",35333,"2910770","DEXTER R-XI",2088
"2385","CA","Gridley Unified School District",146188,"0600051","Gridley Unified",2087
"2386","TX","Salado Independent School District",65669,"4838580","SALADO ISD",2087
"2387","PA","Athens Area School District",37894,"4202670","Athens Area SD",2086
"2388","OK","Tecumseh Public Schools",190923,"4029610","TECUMSEH",2086
"2389","NY","New Paltz Central School District",36448,"3620460","NEW PALTZ CENTRAL SCHOOL DISTRICT",2084
"2390","NC","Bertie County Board of Education",36501,"3700360","Bertie County Schools",2080
"2391","TX","West Oso Independent School District",39125,"4845120","WEST OSO ISD",2080
"2392","PA","Hermitage School District",38078,"4211820","Hermitage SD",2076
"2393","KY","Magoffin County School District",33707,"2103750","Magoffin County",2075
"2394","TX","Spring Hill Independent School District",45284,"4841190","SPRING HILL ISD",2074
"2395","CT","Regional School District 18",68344,"0903538","Regional School District 16",2073
"2396","CT","Regional School District 1",68354,"0903538","Regional School District 16",2073
"2397","PA","Hanover Area School District",38060,"4211420","Hanover Area SD",2072
"2398","OH","Gallipolis City School District",37094,"3904403","Gallipolis City",2070
"2399","MO","School of the Osage School District",35269,"2927630","SCHOOL OF THE OSAGE",2069
"2400","OH","Van Wert City School District",37292,"3910023","Van Wert City",2069
"2401","NY","Elwood Union Free School District",46137,"3610680","ELWOOD UNION FREE SCHOOL DISTRICT",2066
"2402","WI","Hayward Community School District",197693,"5506270","Hayward Community School District",2065
"2403","MI","Godwin Heights Public Schools",34480,"2616110","Godwin Heights Public Schools",2064
"2404","PA","Jim Thorpe Area School District",44371,"4212540","Jim Thorpe Area SD",2064
"2405","TX","Krum Independent School District",163700,"4825980","KRUM ISD",2062
"2406","NY","Owego-Apalachin Central School District",36436,"3622170","OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT",2061
"2407","KY","Todd County School District",33739,"2105550","Todd County",2061
"2408","KY","Bath County School District",33617,"2100330","Bath County",2058
"2409","CA","Red Bluff Union Elementary School District",146541,"0631980","Red Bluff Union Elementary",2056
"2410","PA","Northwestern Lehigh School District",49457,"4217850","Northwestern Lehigh SD",2055
"2411","NY","Olean City School District",36124,"3621720","OLEAN CITY SCHOOL DISTRICT",2055
"2412","CA","Winton School District",146795,"0642960","Winton",2051
"2413","OH","Orange City School District",37061,"3910016","Orange City",2049
"2414","OK","Cache Independent School District 1",84855,"4006120","CACHE",2048
"2415","WI","School District of Grafton",47246,"5505610","Grafton School District",2047
"2416","NY","North Bellmore Union Free School District",36255,"3620940","NORTH BELLMORE UNION FREE SCHOOL DISTRICT",2046
"2417","NY","Locust Valley Central School District",36281,"3617700","LOCUST VALLEY CENTRAL SCHOOL DISTRICT",2044
"2418","WI","Shorewood School District",40013,"5513800","Shorewood School District",2043
"2419","PA","Beaver Area School District",37865,"4203120","Beaver Area SD",2039
"2420","CA","Ross Valley Elementary School District",146577,"0600006","Ross Valley Elementary",2038
"2421","CA","Corning Union Elementary School District",146046,"0609780","Corning Union Elementary",2037
"2422","PA","Somerset Area School District",38139,"4221840","Somerset Area SD",2037
"2423","TX","Rusk Independent School District",38870,"4838360","RUSK ISD",2036
"2424","OH","Indian Creek Local School District",37131,"3904780","Indian Creek Local",2035
"2425","NY","Hampton Bays Union Free School District",36429,"3613530","HAMPTON BAYS UNION FREE SCHOOL DISTRICT",2034
"2426","MO","Potosi R-III School District",35346,"2925500","POTOSI R-III",2033
"2427","NJ","Washington Township School District",197067,"3417130","Washington Township School District",2032
"2428","MO","Odessa R-VII School District",35255,"2923100","ODESSA R-VII",2030
"2429","NY","Beekmantown Central School District",36148,"3604290","BEEKMANTOWN CENTRAL SCHOOL DISTRICT",2029
"2430","TX","Sweeny Independent School District",38838,"4841970","SWEENY ISD",2029
"2431","OH","Switzerland of Ohio Local School District",44713,"3904865","Switzerland of Ohio Local",2029
"2432","MI","Alma Public Schools",34431,"2602640","Alma Public Schools",2027
"2433","AK","Lower Yukon School District",30409,"0200003","Lower Yukon School District",2027
"2434","PA","Milton Area School District",38114,"4215480","Milton Area SD",2024
"2435","MO","Oak Grove R-VI School District",35237,"2923010","OAK GROVE R-VI",2022
"2436","CA","Golden Valley Unified School District",146175,"0600068","Golden Valley Unified",2021
"2437","CA","Castaic Union School District",31199,"0607740","Castaic Union",2020
"2438","OH","St. Marys City School District",37004,"3904472","St Marys City",2018
"2439","OH","Maysville Local School District",49181,"3904885","Maysville Local",2016
"2440","OH","Canton Local School District",37253,"3904983","Canton Local",2015
"2441","MI","Freeland Community School District",47613,"2615060","Freeland Community School District",2015
"2442","WV","Roane County Board of Education",39807,"5401320","ROANE COUNTY SCHOOLS",2013
"2443","OH","Warren Local School District",49294,"3910018","Warren Local",2010
"2444","AR","Malvern School District",98736,"0509240","MALVERN SCHOOL DISTRICT",2009
"2445","NY","Oneida City School District",172278,"3600013","ONEIDA CITY SCHOOL DISTRICT",2009
"2446","TX","Shepherd Independent School District",39165,"4840020","SHEPHERD ISD",2008
"2447","KY","Morgan County School District",33718,"2104290","Morgan County",2007
"2448","MI","Oakridge Public Schools",34566,"2626220","Oakridge Public Schools",2006
"2449","OH","West Holmes Local School District",46455,"3904769","West Holmes Local",2003
"2450","TX","Wharton Independent School District",59350,"4845380","WHARTON ISD",2001
"2451","WI","Whitewater Unified School District",40082,"5516680","Whitewater Unified School District",1997
"2452","WI","Marinette School District",40008,"5508700","Marinette School District",1996
"2453","OH","Salem City School District",37039,"3910006","Salem City",1994
"2454","WI","Mosinee School District",40006,"5509960","Mosinee School District",1993
"2455","KY","Caldwell County School District",43650,"2100840","Caldwell County",1990
"2456","PA","Hanover Public School District",38191,"4211450","Hanover Public SD",1990
"2457","PA","Corry Area School District",37979,"4206860","Corry Area SD",1988
"2458","CA","Brawley Union High School District",145959,"0605820","Brawley Union High",1987
"2459","OH","Ontario Local School District",49412,"3904947","Ontario Local",1987
"2460","NY","Franklin Square Union Free School District",36258,"3611460","FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT",1986
"2461","IN","North Gibson School Corporation",43607,"1807770","North Gibson School Corporation",1986
"2462","CA","Lemoore Union High School District",146304,"0621400","Lemoore Union High",1983
"2463","OH","Urbana City School District",37022,"3904494","Urbana City",1983
"2464","CA","Pacific Grove Unified School District",146474,"0629370","Pacific Grove Unified",1981
"2465","PA","Mount Pleasant Area School District",58528,"4216170","Mount Pleasant Area SD",1980
"2466","TX","Sunnyvale Independent School District",163978,"4841880","SUNNYVALE ISD",1979
"2467","WI","School District of Delavan-Darien",40081,"5503640","Delavan-Darien School District",1976
"2468","NY","Lewiston-Porter Central School District",36283,"3617190","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT",1976
"2469","NY","Lackawanna City School District",36184,"3616440","LACKAWANNA CITY SCHOOL DISTRICT",1975
"2470","PA","Punxsutawney Area School District",38015,"4219800","Punxsutawney Area SD",1975
"2471","OH","Wyoming City School District",84817,"3904514","Wyoming City",1975
"2472","TX","Devine Independent School District",39094,"4816950","DEVINE ISD",1973
"2473","NJ","Glassboro School District",35789,"3405880","Glassboro School District",1971
"2474","OH","Licking Valley Local School District",59250,"3904801","Licking Valley Local",1971
"2475","IL","Homewood School District 153",46702,"1719530","Homewood SD 153",1969
"2476","MI","Sault Ste. Marie Area Public Schools",34383,"2630990","Sault Ste. Marie Area Schools",1968
"2477","TX","Cuero Independent School District",38908,"4815960","CUERO ISD",1965
"2478","OK","Tuttle Public Schools",190924,"4030420","TUTTLE",1964
"2479","OH","Bryan City School District",37311,"3904367","Bryan City",1960
"2480","OK","Hilldale Public Schools",190805,"4014520","HILLDALE",1960
"2481","OH","Franklin Local School District",37202,"3904884","Franklin Local",1959
"2482","NC","Avery County Board of Education",36497,"3700300","Avery County Schools",1958
"2483","NJ","Eastern Camden County Regional School District",168039,"3404380","Eastern Camden County Regional School District",1952
"2484","PA","Keystone Oaks School District",37857,"4212750","Keystone Oaks SD",1952
"2485","PA","Montoursville Area School District",38072,"4215750","Montoursville Area SD",1952
"2486","TX","Vernon Independent School District",39247,"4844110","VERNON ISD",1952
"2487","NY","Homer Central School District",36159,"3614640","HOMER CENTRAL SCHOOL DISTRICT",1951
"2488","PA","Lewisburg Area School District",38146,"4213590","Lewisburg Area SD",1951
"2489","NY","Marlboro Central School District",36447,"3618570","MARLBORO CENTRAL SCHOOL DISTRICT",1949
"2490","PA","Mifflinburg Area School District",38147,"4226010","Mifflinburg Area SD",1947
"2491","CA","Old Adobe Union School District",91069,"0628320","Old Adobe Union",1947
"2492","OH","River Valley Local School District",37175,"3904844","River Valley Local",1947
"2493","GA","Early County Board of Education",189204,"1301920","Early County",1945
"2494","GA","School District Early County",197170,"1301920","Early County",1945
"2495","OR","Gladstone School District 115",90939,"4105610","Gladstone SD 115",1944
"2496","TX","Navarro Independent School District",38971,"4832160","NAVARRO ISD",1944
"2497","OH","Shelby City School District",48795,"3910009","Shelby City",1944
"2498","PA","Titusville Area School District",38153,"4223490","Titusville Area SD",1943
"2499","NC","Edenton-Chowan Board of Education",36528,"3700840","Edenton-Chowan Schools",1941
"2500","CT","Regional School District 18",68344,"0903539","Regional School District 17",1941
"2501","CT","Regional School District 1",68354,"0903539","Regional School District 17",1941
"2502","KY","Breathitt County School District",42294,"2100690","Breathitt County",1939
"2503","WV","Braxton County Board of Education",39780,"5400120","BRAXTON COUNTY SCHOOLS",1935
"2504","MI","Chippewa Hills School District",34538,"2609560","Chippewa Hills School District",1935
"2505","PA","Slippery Rock Area School District",54189,"4221660","Slippery Rock Area SD",1935
"2506","GA","Evans County Board of Education",105290,"1302070","Evans County",1933
"2507","OH","Bellevue City School District",37123,"3904359","Bellevue City",1931
"2508","TX","La Grange Independent School District",38935,"4826100","LA GRANGE ISD",1931
"2509","TX","Glen Rose Independent School District",39184,"4820850","GLEN ROSE ISD",1930
"2510","MS","Western Line School District",35089,"2804680","WESTERN LINE SCHOOL DISTRICT",1928
"2511","KY","Edmonson County School District",33651,"2101620","Edmonson County",1927
"2512","OH","Fairfield Union Local School District",43550,"3904687","Fairfield Union Local",1927
"2513","TX","Hamshire-Fannett Independent School District",39042,"4822320","HAMSHIRE-FANNETT ISD",1927
"2514","WI","Luxemburg-Casco School District",39995,"5508340","Luxemburg-Casco School District",1925
"2515","NC","Swain County Board of Education",36665,"3704440","Swain County Schools",1925
"2516","PA","Derry Area School District",38170,"4207560","Derry Area SD",1924
"2517","PA","New Kensington-Arnold School District",38176,"4216740","New Kensington-Arnold SD",1924
"2518","PA","Quaker Valley School District",65032,"4219860","Quaker Valley SD",1924
"2519","OH","Vinton County Local School District",43072,"3905039","Vinton County Local",1924
"2520","NY","Mount Pleasant Central School District",65434,"3620160","MOUNT PLEASANT CENTRAL SCHOOL DISTRICT",1923
"2521","KY","Owen County School District",42263,"2104560","Owen County",1923
"2522","CA","Los Angeles County Office of Education",31688,"0691078","Los Angeles County Office of Education",1920
"2523","NY","Rondout Valley Central School District",36446,"3624960","RONDOUT VALLEY CENTRAL SCHOOL DISTRICT",1920
"2524","PA","Wyomissing Area School District",51621,"4226760","Wyomissing Area SD",1920
"2525","NY","Chittenango Central School District",36225,"3607470","CHITTENANGO CENTRAL SCHOOL DISTRICT",1918
"2526","MD","Kent County Board of Education",40325,"2400450","Kent County Public Schools",1918
"2527","OH","Woodridge Local School District",44194,"3904997","Woodridge Local",1918
"2528","TX","Giddings Independent School District",39069,"4820640","GIDDINGS ISD",1917
"2529","TX","Caddo Mills Independent School District",163484,"4812390","CADDO MILLS ISD",1914
"2530","PA","Bermudian Springs School District",37827,"4203450","Bermudian Springs SD",1913
"2531","PA","Central Columbia School District",44867,"4205370","Central Columbia SD",1912
"2532","MO","Eldon R-I School District",81437,"2911340","ELDON R-I",1911
"2533","KY","Martin County School District",33710,"2103840","Martin County",1911
"2534","MI","Breitung Township School District",164407,"2606720","Breitung Township School District",1910
"2535","TX","Crystal City Independent School District",163533,"4815930","CRYSTAL CITY ISD",1910
"2536","OH","West Branch Local School District",37173,"3904838","West Branch Local",1910
"2537","OH","River View Local School District",37045,"3904648","River View Local",1909
"2538","CA","Soquel Union Elementary School District",146664,"0637290","Soquel Union Elementary",1908
"2539","PA","Franklin Area School District",38150,"4210200","Franklin Area SD",1907
"2540","MI","South Haven Public Schools",34655,"2632300","South Haven Public Schools",1905
"2541","PA","Tyrone Area School District",37889,"4224030","Tyrone Area SD",1905
"2542","NY","Cohoes City School District",36098,"3607980","COHOES CITY SCHOOL DISTRICT",1904
"2543","TX","Hondo Independent School District",39095,"4823430","HONDO ISD",1904
"2544","MO","Cassville R-IV School District",35170,"2908170","CASSVILLE R-IV",1903
"2545","OH","Field Local School District",37225,"3904919","Field Local",1902
"2546","PA","Littlestown Area School District",37825,"4213980","Littlestown Area SD",1901
"2547","NY","South Jefferson Central School District",36210,"3602340","SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT",1901
"2548","PA","Southmoreland School District",44531,"4222410","Southmoreland SD",1901
"2549","AK","Bering Strait School District",30406,"0200020","Bering Strait School District",1900
"2550","OH","Kenton City School District",46851,"3910025","Kenton City",1896
"2551","OH","Hubbard Exempted Village School District",37276,"3904542","Hubbard Exempted Village",1895
"2552","PA","Yough School District",38185,"4221150","Yough SD",1895
"2553","KY","Monroe County School District",33716,"2104200","Monroe County",1894
"2554","NY","Albion Central School District",36334,"3602520","ALBION CENTRAL SCHOOL DISTRICT",1892
"2555","MI","Yale Public Schools",34630,"2636600","Yale Public Schools",1892
"2556","FL","Gulf County District School Board",32390,"1200690","GULF",1890
"2557","PA","Freeport Area School District",37860,"4210440","Freeport Area SD",1889
"2558","NJ","North Arlington School District",43476,"3411430","North Arlington School District",1889
"2559","AL","Talladega City Board of Education",30385,"0103150","Talladega City",1889
"2560","CA","Live Oak Unified School District",146317,"0622050","Live Oak Unified",1887
"2561","NY","Ravena-Coeymans-Selkirk Central School District",36097,"3624150","RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT",1886
"2562","NY","Palmyra-Macedon Central School District",36461,"3622380","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT",1884
"2563","MS","Tunica County School District",35083,"2804290","TUNICA COUNTY SCHOOL DISTRICT",1883
"2564","NY","Plattsburgh City School District",36152,"3623280","PLATTSBURGH CITY SCHOOL DISTRICT",1880
"2565","TX","Mexia Independent School District",39076,"4830420","MEXIA ISD",1878
"2566","WI","School District of Edgerton",40052,"5504110","Edgerton School District",1877
"2567","PA","Oil City Area School District",38151,"4218090","Oil City Area SD",1877
"2568","OK","Sallisaw Public Schools",190902,"4026790","SALLISAW",1877
"2569","MA","Monomoy Regional School District",56134,"2500544","Monomoy Regional School District",1876
"2570","ID","Teton County School District 401",46223,"1603180","TETON COUNTY DISTRICT",1876
"2571","NC","Camden County Board of Education",36516,"3700600","Camden County Schools",1875
"2572","TX","Bonham Independent School District",38934,"4810800","BONHAM ISD",1874
"2573","MI","Bullock Creek School District",34545,"2607320","Bullock Creek School District",1874
"2574","NY","Peru Central School District",36151,"3622830","PERU CENTRAL SCHOOL DISTRICT",1872
"2575","TX","Tarkington Independent School District",39074,"4842210","TARKINGTON ISD",1872
"2576","NC","Warren County Board of Education",36678,"3704740","Warren County Schools",1872
"2577","PA","Deer Lakes School District",37834,"4207540","Deer Lakes SD",1871
"2578","OH","Napoleon Area City School District",44000,"3904443","Napoleon Area City",1871
"2579","CA","New Jerusalem Elementary School District",146430,"0627030","New Jerusalem Elementary",1863
"2580","AL","Macon County Board of Education",30362,"0102190","Macon County",1862
"2581","MO","St James R-I School District",45364,"2929250","ST. JAMES R-I",1862
"2582","MO","Chillicothe R-II School District",35262,"2908760","CHILLICOTHE R-II",1861
"2583","PA","Conneaut School District",37952,"4206590","Conneaut SD",1861
"2584","CA","Plumas Unified School District",146522,"0631170","Plumas Unified",1860
"2585","OH","Perkins Local School District",37076,"3904681","Perkins Local",1858
"2586","OH","Minerva Local School District",37257,"3904989","Minerva Local",1857
"2587","CA","Moraga Elementary School District",146397,"0625740","Moraga Elementary",1855
"2588","OH","West Geauga Local School District",47545,"3904722","West Geauga Local",1855
"2589","TX","Smithville Independent School District",38805,"4840550","SMITHVILLE ISD",1854
"2590","AL","Guntersville City Board of Education",30370,"0101690","Guntersville City",1853
"2591","CA","Wasco Union High School District",146757,"0641430","Wasco Union High",1853
"2592","PA","Mid Valley School District",38021,"4215170","Mid Valley SD",1850
"2593","MI","Comstock Park Public Schools",34481,"2610620","Comstock Park Public Schools",1847
"2594","NY","Depew Union Free School District",36177,"3609030","DEPEW UNION FREE SCHOOL DISTRICT",1846
"2595","NJ","Palisades Park Board of Education",169474,"3412360","Palisades Park School District",1846
"2596","OH","Carrollton Exempted Village School District",43210,"3904527","Carrollton Exempted Village",1845
"2597","NY","Westhampton Beach Union Free School District",65494,"3631020","WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT",1845
