"","state.abb","county","census_id","id.x","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","id.y","state.name","population"
"931","NY","Wyoming County","33106105600000",36017,2020,"General Purpose",119844575,29789216,23454449,6173733,0,8559260,41510792,0,0,0,1736933,82917335,14683502,5215253,45639849,-11539552,159995491,0,0,0,148455939,FALSE,"0500000US36121","New York",40531
"932","WV","Fayette County","49101001000000",39746,2020,"General Purpose",6855576,1836922,709623,416874,0,180650,1086230,0,2281824,0,343453,2479713,1607675,158325,13247215,1015841,16477087,0,0,0,17492928,FALSE,"0500000US54019","West Virginia",40488
"933","CA","Amador County","5100300300000",31668,2020,"General Purpose",98064594,156725,9399731,449609,0,0,69635781,0,4226695,0,2548788,22470773,39370090,960950,29398132,-1761414,93961359,0,0,0,92199945,FALSE,"0500000US06005","California",40474
"934","VA","Tazewell County","47109309300000",326397,2020,"General Purpose",46084498,17073874,4953581,0,0,0,8052192,0,7075493,0,699443,1321084,14241460,0,37006991,-83366,52652901,0,0,0,52569535,FALSE,"0500000US51185","Virginia",40429
"935","OH","Ottawa County","36106206200000",36902,2020,"General Purpose",0,15107000,0,0,41632784,0,0,0,0,0,0,28550983,20197701,1594631,26127643,7864553,68606405,0,0,0,76470958,FALSE,"0500000US39123","Ohio",40364
"936","NM","Rio Arriba County","32102102100000",35913,2020,"General Purpose",48316085,9596338,891497,0,8191740,0,22163745,0,6723027,0,743233,1506283,11523756,3073129,18796814,-1639135,36539117,236029,82126,0,34899982,FALSE,"0500000US35039","New Mexico",40363
"937","IA","Marshall County","16106406400000",113352,2020,"General Purpose",6918074,0,1080415,71986,0,0,4129227,0,755264,0,881182,2763182,5613142,909386,15867553,390790,24762473,0,0,0,25153263,FALSE,"0500000US19127","Iowa",40105
"938","MN","Mower County","24105005000000",43363,2020,"General Purpose",46998398,5317187,2386608,0,0,1101132,13504694,0,23031836,0,1656941,5893372,16965431,5642422,35579494,11120500,52960219,0,0,0,64080719,FALSE,"0500000US27099","Minnesota",40029
"939","GA","Murray County","11110510500000",105202,2020,"General Purpose",7982578,0,2984227,0,0,0,3555000,0,0,0,395383,3090495,2689808,737865,25885908,3261065,29143011,0,0,0,32404076,FALSE,"0500000US13213","Georgia",39973
"940","PA","Snyder County","39105505400000",43376,2020,"General Purpose",50001,0,0,0,0,50001,0,0,0,0,0,2946055,9465033,171998,10056843,1201719,21438210,0,0,0,22639929,FALSE,"0500000US42109","Pennsylvania",39736
"941","MI","Mecosta County","23105405400000",34277,2020,"General Purpose",2187606,0,1070547,0,0,0,0,2539087,0,0,1117059,8018414,3598137,24606,12103754,2852991,20891920,1789286,22800,0,23744911,FALSE,"0500000US26107","Michigan",39714
"942","LA","Avoyelles Parish","19100500500000",100135,2020,"General Purpose",1760900,0,0,0,724000,0,75267,79596,0,0,100024,294427,1522456,8943,10734407,2734368,9825865,0,0,0,12560233,FALSE,"0500000US22009","Louisiana",39693
"943","FL","Okeechobee County","10104704700000",196481,2020,"General Purpose",60152670,0,6040388,745279,0,307273,45274458,0,3539735,0,2935537,14494622,2829364,2305342,41398063,-6277451,67304842,0,0,0,61027391,FALSE,"0500000US12093","Florida",39644
"944","FL","Hendry County","10102602600000",196474,2020,"General Purpose",64339847,5932700,6672725,1054409,0,4550286,38722630,0,4901483,0,2505614,11800560,1745326,7804560,43221547,-3586454,68158447,0,0,0,64571993,FALSE,"0500000US12051","Florida",39619
"945","ID","Latah County","13102902900000",111580,2020,"General Purpose",7320917,0,900527,58072,0,0,5793576,0,0,0,568742,3023532,884664,48838,15213885,16591,19154328,0,8701,0,19170919,FALSE,"0500000US16057","Idaho",39517
"946","TN","Campbell County","43100700700000",197418,2020,"General Purpose",44524798,39476011,1482701,0,1551978,504030,0,2535702,1084000,0,426078,7723648,4174696,743591,21225007,2478902,31388040,0,0,0,33866942,FALSE,"0500000US47013","Tennessee",39272
"947","WY","Fremont County","51100700700000",89667,2020,"General Purpose",15302831,0,2013546,1752241,0,3083,10575508,0,170453,0,788000,2123757,6143597,3677662,20347131,4203499,28088648,0,0,0,32292147,FALSE,"0500000US56013","Wyoming",39234
"948","NC","Person County","34107307300000",196963,2020,"General Purpose",31441927,1828001,2884325,491771,0,0,8272848,59775,8045875,0,1134676,6645375,10500771,1692188,44617236,3620343,59835227,0,0,0,63455570,FALSE,"0500000US37145","North Carolina",39097
"949","MN","Douglas County","24102102100000",34718,2020,"General Purpose",168125950,64024239,33680627,1621591,32892,6737354,51566289,0,4457725,0,6005233,162118029,30825612,1871133,37838792,21835518,210818048,0,0,0,232653566,FALSE,"0500000US27041","Minnesota",39006
"950","WV","Wayne County","49105005000000",130898,2020,"General Purpose",11623838,3089620,1015956,0,0,24642,739825,0,6508577,0,245218,2588566,1621244,0,8534733,1485098,11259445,0,0,0,12744543,FALSE,"0500000US54099","West Virginia",38982
"951","KS","Crawford County","17101901900000",93304,2020,"General Purpose",0,2332200,0,2347417,0,0,9919054,0,0,0,0,0,0,0,40877817,2693792,38184025,0,0,0,40877817,FALSE,"0500000US20037","Kansas",38972
"952","WI","Oconto County","50104304300000",39855,2020,"General Purpose",28933113,19274712,3319789,0,0,0,0,3215069,3144328,0,987615,14943403,9169229,0,28716217,1190713,51638136,10001905,184617,0,52828849,FALSE,"0500000US55083","Wisconsin",38965
"953","IA","Des Moines County","16102902900000",33301,2020,"General Purpose",7569076,0,1258191,0,0,0,4230225,0,883329,0,1070556,2392932,4182577,397885,17828047,1425316,23376125,0,0,0,24801441,FALSE,"0500000US19057","Iowa",38910
"954","TX","Jim Wells County","44112512500000",88325,2020,"General Purpose",5533560,720000,520008,2075293,0,0,1232178,0,638688,0,347393,4122653,2755297,0,18911339,113955,25675334,0,0,0,25789289,FALSE,"0500000US48249","Texas",38891
"955","OH","Champaign County","36101101100000",48172,2020,"General Purpose",0,429722,0,0,0,0,0,0,0,0,0,4437982,13561319,1784964,18119131,3803413,34099983,0,0,0,37903396,FALSE,"0500000US39021","Ohio",38714
"956","VA","Gloucester County","47103703700000",93535,2020,"General Purpose",63114117,37805013,10632083,185998,0,0,5998508,0,6360036,0,2132478,5728243,9231380,612726,59607833,-1598622,76778804,0,0,0,75180182,FALSE,"0500000US51073","Virginia",38711
"957","VA","Isle of Wight County","47104704700000",93539,2020,"General Purpose",164144472,139900880,8167208,1363370,0,0,4532926,0,2310540,0,1880653,11946665,7840352,1548678,74247321,9113145,86469871,0,0,0,95583016,FALSE,"0500000US51093","Virginia",38606
"958","SC","Colleton County","41101501500000",38260,2020,"General Purpose",64321036,22879822,4161493,1756625,0,0,30624282,0,3553380,0,781862,8094821,11937834,81496,33086626,-1473575,54674352,0,0,0,53200777,FALSE,"0500000US45029","South Carolina",38604
"959","AZ","Graham County","3100500500000",31615,2020,"General Purpose",53309638,26413694,511706,432632,0,0,24620740,0,0,0,1257824,4297349,10158319,1839071,22369981,7728340,30936380,0,0,0,38664720,FALSE,"0500000US04009","Arizona",38533
"960","PR","Hatillo",NA,87584,2020,"General Purpose",21236496,9130861,3726508,0,3000000,0,0,0,0,0,4191833,1332425,2107307,11543,28386832,6896356,24941751,0,0,0,31838107,FALSE,"0500000US72065","Puerto Rico",38486
"961","KS","Finney County","17102802800000",93306,2020,"General Purpose",0,3995000,0,6015076,0,0,13676866,0,0,0,0,0,0,0,56566264,1816097,54750167,0,0,0,56566264,FALSE,"0500000US20055","Kansas",38470
"962","IL","Woodford County","14110210200000",74540,2020,"General Purpose",4341208,0,978431,0,0,0,1967679,0,1114673,0,280425,2931965,3036705,280814,14988960,2856039,18382405,0,1151,0,21238444,FALSE,"0500000US17203","Illinois",38467
"963","OH","Guernsey County","36103003000000",44621,2020,"General Purpose",0,8269904,0,0,6664773,0,23544678,0,15736416,1463,0,9406829,22470960,1722769,28251347,6846038,55005867,0,0,0,61851905,FALSE,"0500000US39059","Ohio",38438
"964","PA","Susquehanna County","39105805700000",42221,2020,"General Purpose",6433075,0,3892845,0,0,0,0,0,2026486,0,513744,3648806,16759593,2106438,9221942,5192893,26543886,0,0,0,31736779,FALSE,"0500000US42115","Pennsylvania",38434
"965","PR","Aguada",NA,197381,2020,"General Purpose",64461395,2369250,5352440,0,4412691,1810239,47989165,0,0,0,2527610,1344165,4046092,203946,12280576,-41767,17916546,0,0,0,17874779,FALSE,"0500000US72003","Puerto Rico",38136
"966","TX","Brown County","44102502500000",88094,2020,"General Purpose",7377149,5545000,802173,0,0,1029976,0,0,0,0,0,0,0,0,22545400,315003,22230397,0,0,0,22545400,FALSE,"0500000US48049","Texas",38095
"967","OK","Pontotoc County","37106206200000",125452,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16311180,655062,15656118,0,0,0,16311180,FALSE,"0500000US40123","Oklahoma",38065
"968","MO","Lawrence County","26105505500000",106192,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21963572,3710533,18253039,0,0,0,21963572,FALSE,"0500000US29109","Missouri",38001
"969","AR","Independence County","4103203200000",91946,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,"0500000US05063","Arkansas",37938
"970","WI","Oneida County","50104404400000",39856,2020,"General Purpose",25752064,0,6141214,0,0,9265185,0,3230599,6509339,0,2563832,13568328,12372602,0,24526467,1682606,48784791,1411110,81756,0,50467397,FALSE,"0500000US55085","Wisconsin",37845
"971","IA","Jasper County","16105005000000",33303,2020,"General Purpose",15964176,1885000,1881136,13522,0,3315000,5635424,0,895438,0,2052781,3507529,7211580,2923600,19431893,4551620,28522982,0,0,0,33074602,FALSE,"0500000US19099","Iowa",37813
"972","IL","Franklin County","14102802800000",72079,2020,"General Purpose",23237006,18813090,2328989,0,0,642768,0,1785506,0,0,1452159,3279320,937452,380489,18703564,6098293,17202532,0,0,0,23300825,FALSE,"0500000US17055","Illinois",37804
"973","PR","San Lorenzo",NA,44780,2020,"General Purpose",58107881,17867555,5012430,0,11973927,0,21278991,0,155706,0,1710798,296040,6172484,0,16631812,-2872333,25972669,0,0,0,23100336,FALSE,"0500000US72129","Puerto Rico",37693
"974","VA","Louisa County","47205500100000",102307,2020,"General Purpose",77547990,59734388,6729273,0,0,0,0,38265,2836325,0,815437,3095143,9170772,320750,77133055,10955349,78764371,0,0,0,89719720,FALSE,"0500000US51109","Virginia",37596
"975","MD","Talbot County","21102102000000",33973,2020,"General Purpose",95709253,59363351,15382246,366016,0,0,11954141,0,7300698,0,1342801,12272593,11317440,809824,99430551,-2748453,126578861,0,0,0,123830408,FALSE,"0500000US24041","Maryland",37526
"976","PR","Moca",NA,40191,2020,"General Purpose",24446102,7534533,1736095,0,3858553,102725,0,0,0,0,1943917,1482752,930271,0,16021503,1367369,17067157,0,0,0,18434526,FALSE,"0500000US72099","Puerto Rico",37460
"977","PA","Clinton County","39101801800000",55013,2020,"General Purpose",26336378,0,1689437,135496,21621453,0,1377835,0,0,0,1512157,5154557,11646394,170900,15561187,1057205,31475833,0,0,0,32533038,FALSE,"0500000US42035","Pennsylvania",37450
"978","MN","Steele County","24107407400000",81392,2020,"General Purpose",29241067,11860811,0,44928,328234,0,10414735,0,677610,0,1647680,7860371,4690275,4307695,39412812,13494164,42776989,0,0,0,56271153,FALSE,"0500000US27147","Minnesota",37406
"979","NY","Essex County","33101601500000",42937,2020,"General Purpose",391334437,22665000,15281700,0,0,499000,25211033,0,324078303,0,1161749,15881707,19471497,8456357,66598537,-28458453,138866551,0,0,0,110408098,FALSE,"0500000US36031","New York",37381
"980","AR","Boone County","4100500500000",96040,2020,"General Purpose",1958288,0,1958288,60697,0,839352,8275379,0,0,0,0,0,0,0,5741574,-1226952,6968526,0,0,0,5741574,FALSE,"0500000US05009","Arkansas",37373
"981","MI","Houghton County","23103103100000",34263,2020,"General Purpose",32470901,2286126,11864695,0,0,0,16651236,0,0,0,1668844,30911969,3471683,29344,11032537,2489096,42956437,0,0,0,45445533,FALSE,"0500000US26061","Michigan",37361
"982","PA","Clarion County","39101601600000",37708,2020,"General Purpose",10637017,0,3196899,1049678,4078239,0,2163007,0,0,0,149194,2791391,13493219,1087292,11103513,4367010,24108405,0,0,0,28475415,FALSE,"0500000US42031","Pennsylvania",37241
"983","NC","Yadkin County","34109909900000",36688,2020,"General Purpose",41168696,0,2481342,0,0,0,4871864,0,7826185,0,852955,5693134,4991946,302213,31955324,2515287,40427330,0,0,0,42942617,FALSE,"0500000US37197","North Carolina",37214
"984","NE","Dodge County","28102702700000",108949,2020,"General Purpose",0,9385000,0,0,0,8621875,0,0,0,0,0,0,67712,12317257,19458154,-4766563,36609686,0,0,0,31843123,FALSE,"0500000US31053","Nebraska",37167
"985","IL","Jefferson County","14104104100000",72526,2020,"General Purpose",11477015,9680000,356142,0,206945,0,0,3393225,0,0,1233928,3784134,1332526,1548148,17732028,5330906,19065930,0,0,0,24396836,FALSE,"0500000US17081","Illinois",37113
"986","OH","Williams County","36108608600000",36917,2020,"General Purpose",5401833,4099735,0,0,1302098,0,0,0,0,0,0,13864109,16884658,1831070,15948395,4447538,44080694,0,0,0,48528232,FALSE,"0500000US39171","Ohio",37102
"987","WI","Green County","50102302300000",39839,2020,"General Purpose",40256824,32586522,5021055,144600,0,0,0,4007301,814721,0,1689926,24972002,11622719,0,23015567,2410300,57199988,0,0,0,59610288,FALSE,"0500000US55045","Wisconsin",37093
"988","WY","Albany County","51100100100000",40127,2020,"General Purpose",10653066,1550000,1107231,0,0,0,7587360,0,0,0,253944,1179524,7365993,147967,16006314,2069886,22629912,0,0,0,24699798,FALSE,"0500000US56001","Wyoming",37066
"989","NC","Macon County","34105705700000",36601,2020,"General Purpose",112715489,6124471,3203103,0,0,0,7833148,66517,64958776,0,1209656,9542638,9969610,235664,52119892,2664553,69203251,0,0,0,71867804,FALSE,"0500000US37113","North Carolina",37014
"990","PR","Juncos",NA,339773,2020,"General Purpose",72619020,25585576,5729136,0,3225567,502787,0,0,0,0,4865138,1476666,7705363,90309,29964736,-6857033,46094107,0,0,0,39237074,FALSE,"0500000US72077","Puerto Rico",37012
"991","IA","Webster County","16109409400000",33314,2020,"General Purpose",27039583,14247095,1854036,0,0,3330000,5773395,0,919329,0,587393,3088240,10962538,3132949,19917507,4983017,32118217,0,0,0,37101234,FALSE,"0500000US19187","Iowa",36999
"992","KY","Clark County","18102502500000",96865,2020,"General Purpose",0,0,0,0,1573911,0,0,0,0,0,0,0,0,0,15077268,45287,15031981,0,0,0,15077268,FALSE,"0500000US21049","Kentucky",36972
"993","LA","Webster Parish","19106005800000",116238,2020,"General Purpose",9291918,0,572794,0,1175000,0,24289,0,7214038,0,249081,181170,970866,78072,12214964,-1114058,14559130,0,0,0,13445072,FALSE,"0500000US22119","Louisiana",36967
"994","NC","Dare County","34102802800000",196960,2020,"General Purpose",318209645,26270092,10517119,4692921,0,0,14683070,141140,162300065,0,4921818,26077211,19445749,756788,115157697,17720879,143716566,0,0,0,161437445,FALSE,"0500000US37055","North Carolina",36915
"995","MI","Delta County","23102102100000",34257,2020,"General Purpose",31559388,16940000,1140245,0,0,80962,12715573,0,0,0,682608,3043398,3818990,177424,11681291,-1113271,19834374,125623,0,0,18721103,FALSE,"0500000US26041","Michigan",36903
"996","IL","Clinton County","14101401400000",47954,2020,"General Purpose",269273,0,130416,138857,0,0,0,0,0,0,0,5107899,683898,0,12998582,2223436,16566943,0,0,0,18790379,FALSE,"0500000US17027","Illinois",36899
"997","TN","Dyer County","43102302300000",197434,2020,"General Purpose",29755365,23672292,107618,0,5932318,0,43137,0,0,0,0,4133334,5035641,0,14023780,3805291,19387464,0,0,0,23192755,FALSE,"0500000US47045","Tennessee",36801
"998","TX","Hopkins County","44111211200000",98544,2020,"General Purpose",24361103,15509581,2194955,1085036,0,526606,4666026,0,0,0,378897,4139704,420372,2840444,16190649,1540034,22051135,0,0,0,23591169,FALSE,"0500000US48223","Texas",36787
"999","MI","Chippewa County","23101701700000",34253,2020,"General Purpose",32101712,5401958,2526023,0,0,0,15232583,0,8438539,0,502609,7139807,6962718,0,10504085,6022293,18584317,0,0,0,24606610,FALSE,"0500000US26033","Michigan",36785
"1000","KS","Geary County","17103103100000",96851,2020,"General Purpose",0,24000000,0,9774665,0,0,0,0,0,0,0,0,0,0,13268656,-251489,13520145,0,0,0,13268656,FALSE,"0500000US20061","Kansas",36739
"1001","ME","Sagadahoc County","20101201200000",116290,2020,"General Purpose",3236649,0,649457,0,0,58385,1475643,0,776704,0,276460,649014,567042,77661,8742664,195575,9840806,0,0,0,10036381,FALSE,"0500000US23023","Maine",36699
"1002","PR","Guayama",NA,40837,2020,"General Purpose",41881329,16028742,3854734,0,5000000,0,0,0,0,0,4428073,1242141,18763445,46542,26682292,790585,45943835,0,0,0,46734420,FALSE,"0500000US72057","Puerto Rico",36614
"1003","OH","Coshocton County","36101601600000",36872,2020,"General Purpose",43559005,85000,2095922,1071176,163014,435752,22909444,208553,15258005,48618,1540692,7026390,19896414,1071699,19502267,-412403,47909173,0,0,0,47496770,FALSE,"0500000US39031","Ohio",36612
"1004","LA","Beauregard Parish","19100600600000",116189,2020,"General Purpose",9823910,8908000,775188,0,0,0,51585,0,0,0,89137,1140346,580330,0,17760412,3329910,16151178,0,0,0,19481088,FALSE,"0500000US22011","Louisiana",36549
"1005","NC","Alexander County","34100200200000",36490,2020,"General Purpose",44243975,0,4819898,0,0,8477265,5950673,50938,21063577,0,1296732,10765344,4546341,147351,34025811,1432258,48052589,0,0,0,49484847,FALSE,"0500000US37003","North Carolina",36444
"1006","TX","Matagorda County","44116116100000",38637,2020,"General Purpose",38228024,2348958,2997960,498523,0,0,3202740,0,28671230,0,508613,9491276,4762946,168467,21449337,3705921,32166105,3921862,0,0,35872026,FALSE,"0500000US48321","Texas",36255
"1007","VA","Orange County","47106906900000",88775,2020,"General Purpose",91537424,76199367,5646201,131672,0,0,2659856,0,2344959,0,1264369,4821991,10198321,25255,56036272,5595329,65486510,0,0,0,71081839,FALSE,"0500000US51137","Virginia",36254
"1008","GA","Ware County","11114814800000",96551,2020,"General Purpose",8136486,0,1617574,1022700,0,0,951778,0,1666280,0,1453159,6856618,1120808,5350172,31677395,4442961,40562032,0,0,0,45004993,FALSE,"0500000US13299","Georgia",36251
"1009","MN","Carlton County","24100900900000",42460,2020,"General Purpose",63263526,18318452,6773184,0,0,0,17948825,0,15993576,0,4229489,7697386,24621196,3377000,34656372,-6331277,76683231,0,0,0,70351954,FALSE,"0500000US27017","Minnesota",36207
"1010","VA","Wise County","47109809800000",326399,2020,"General Purpose",100411745,65942095,4823446,3453773,0,0,10968718,0,4605215,0,743476,576553,18237114,0,37208934,858275,55164326,0,0,0,56022601,FALSE,"0500000US51195","Virginia",36130
"1011","NE","Scotts Bluff County","28107907900000",42281,2020,"General Purpose",0,13885000,0,98038,0,234126,0,0,0,0,0,5997845,4431741,546710,16638167,1544240,26070223,0,0,0,27614463,FALSE,"0500000US31157","Nebraska",36084
"1012","TN","Cocke County","43101501500000",197426,2020,"General Purpose",20710703,16877139,667492,590438,1410803,0,0,2727142,433712,0,0,2980779,3866114,1526028,17555105,4780456,21147570,0,0,0,25928026,FALSE,"0500000US47029","Tennessee",35999
"1013","PA","Greene County","39103003000000",43515,2020,"General Purpose",21223291,6090000,13137439,405461,1120000,0,0,2167271,0,0,470391,7742763,17671739,2152720,12958149,2780008,37745363,0,0,0,40525371,FALSE,"0500000US42059","Pennsylvania",35954
"1014","PR","Dorado",NA,101393,2020,"General Purpose",72261055,41178652,15869503,0,8711415,0,0,0,0,0,2901044,998621,8870274,7143,28075630,-5382194,43333862,0,0,0,37951668,FALSE,"0500000US72051","Puerto Rico",35879
"1015","TX","Hill County","44110910900000",52911,2020,"General Purpose",10701786,2596283,1340020,4194866,0,0,931332,0,720087,0,919198,3701110,2939580,3412537,17398850,1639597,25812480,0,0,0,27452077,FALSE,"0500000US48217","Texas",35874
"1016","IA","Sioux County","16108408400000",113364,2020,"General Purpose",14889184,4450517,1698015,390000,0,3960000,3514113,0,349220,0,527319,2299733,7195074,4410665,14798903,6164010,22540365,199200,0,0,28704375,FALSE,"0500000US19167","Iowa",35872
"1017","IL","Livingston County","14105305300000",72780,2020,"General Purpose",5756827,0,1725346,606296,0,0,1237785,0,756894,0,1430506,9432273,3140764,498406,14513789,2837397,24747835,0,0,0,27585232,FALSE,"0500000US17105","Illinois",35815
"1018","TX","Washington County","44123923900000",88493,2020,"General Purpose",11835990,2022443,2158766,0,0,200000,2907858,0,4171354,0,375569,6437736,638434,1298811,23614437,2159541,29829877,0,0,0,31989418,FALSE,"0500000US48477","Texas",35805
"1019","TX","Fannin County","44107407400000",129377,2020,"General Purpose",29143988,22227499,5584969,52139,0,0,1062500,0,0,0,216880,2952444,2323114,8515709,14617864,8661250,19747881,0,0,0,28409131,FALSE,"0500000US48147","Texas",35662
"1020","UT","Uintah County","45102402400000",45123,2020,"General Purpose",51280456,38344057,3991552,0,0,0,5517204,0,0,0,2012433,8015634,10474403,7040089,28340323,-2785933,56656382,0,0,0,53870449,FALSE,"0500000US49047","Utah",35620
"1021","NE","Madison County","28106006000000",109279,2020,"General Purpose",0,1754641,0,1090148,0,0,0,0,0,0,0,1506599,0,0,22791563,3022841,21275321,0,0,0,24298162,FALSE,"0500000US31119","Nebraska",35585
"1022","IA","Wapello County","16109009000000",64872,2020,"General Purpose",9066264,0,780629,640825,0,1540000,3334616,0,2150658,0,619536,1227090,4361928,963552,12903429,651783,18804216,0,0,0,19455999,FALSE,"0500000US19179","Iowa",35437
"1023","OH","Perry County","36106406400000",36904,2020,"General Purpose",0,1420000,0,93620,12177686,1900000,19681081,157350,13288686,0,0,8928338,26022177,994131,21186774,7531011,49600409,0,0,0,57131420,FALSE,"0500000US39127","Ohio",35408
"1024","PR","Vega Alta",NA,40193,2020,"General Purpose",24444860,3101193,2730165,0,2699718,125140,13409385,0,606337,0,1577184,397507,4447034,715638,21221838,7065382,19716635,0,0,0,26782017,FALSE,"0500000US72143","Puerto Rico",35395
"1025","TN","Lincoln County","43105205200000",197473,2020,"General Purpose",77578653,36440000,17003171,0,0,605000,0,1550971,2538758,0,284000,45766056,4393712,783200,17059473,2486640,65515801,0,0,0,68002441,FALSE,"0500000US47103","Tennessee",35319
"1026","ME","Lincoln County","20100800800000",116287,2020,"General Purpose",10634808,0,694807,0,0,0,1854876,0,7723006,0,362119,1002031,1242044,0,10710362,-287556,13241993,0,0,0,12954437,FALSE,"0500000US23015","Maine",35237
"1027","MN","Becker County","24100300300000",43132,2020,"General Purpose",35748120,11235000,6199357,0,0,16000,14785409,0,807534,0,2704820,12628375,22334386,3801959,28128548,11288998,55604270,0,0,0,66893268,FALSE,"0500000US27005","Minnesota",35183
"1028","PR","Las Piedras",NA,40938,2020,"General Purpose",68386905,15155310,7755286,0,0,5181940,31007143,0,0,0,2393741,139633,2078921,6177016,13702144,-572401,22670115,0,0,0,22097714,FALSE,"0500000US72085","Puerto Rico",35180
"1029","IL","Monroe County","14106706700000",32779,2020,"General Purpose",9868528,3980000,2656797,0,0,0,1522198,0,0,0,1709533,19595100,2954686,0,11150879,2317421,31383244,0,0,0,33700665,FALSE,"0500000US17133","Illinois",34962
"1030","OH","Morrow County","36105905900000",36900,2020,"General Purpose",64744660,6171098,7236753,383282,5018609,0,25937992,199055,18145197,0,1851729,21854197,17440502,242852,20737178,2458979,57815750,0,0,0,60274729,FALSE,"0500000US39117","Ohio",34950
"1031","TX","Howard County","44111411400000",88313,2020,"General Purpose",21711933,7665000,1431466,0,0,745844,1736071,0,9861206,0,272346,5702983,2091129,0,17317151,3799036,21312227,0,0,0,25111263,FALSE,"0500000US48227","Texas",34860
"1032","UT","Wasatch County","45102602600000",39293,2020,"General Purpose",21367092,12222497,2066854,0,0,120099,5791619,0,0,0,1166023,11188178,7690205,438283,27468472,5700037,41085101,0,0,0,46785138,FALSE,"0500000US49051","Utah",34788
"1033","NE","Lincoln County","28105605600000",81865,2020,"General Purpose",0,17265000,0,0,0,0,0,0,0,0,0,1877517,4999036,0,24499503,2954539,28421517,0,0,0,31376056,FALSE,"0500000US31111","Nebraska",34676
"1034","GA","Harris County","11107207200000",70854,2020,"General Purpose",22502436,10457667,3202881,328940,3903085,0,3988467,0,0,0,448326,12906964,1139944,3115030,24082114,8622112,32621940,0,0,0,41244052,FALSE,"0500000US13145","Georgia",34668
"1035","IL","Effingham County","14102502500000",47852,2020,"General Purpose",12500,0,12500,0,0,0,4338248,0,0,0,0,2148350,3636447,650637,12143054,897573,17680915,0,0,0,18578488,FALSE,"0500000US17049","Illinois",34668
"1036","PR","Coamo",NA,47759,2020,"General Purpose",53350805,11831330,6466130,0,2372260,1273054,30125840,0,0,0,1282191,521964,2671089,692277,12171713,-426927,16483970,0,0,0,16057043,FALSE,"0500000US72043","Puerto Rico",34668
"1037","WI","Clark County","50101001000000",39829,2020,"General Purpose",14460561,0,4812288,32522,1612748,5889164,0,4692317,0,0,2113839,26698971,16066953,0,23392339,1493229,64665034,1826176,3305993,0,66158263,FALSE,"0500000US55019","Wisconsin",34659
"1038","PR","Corozal",NA,198014,2020,"General Purpose",16246296,6948598,5707782,0,1890435,289805,0,0,0,0,1409676,658619,2774710,0,25262436,4226190,24469575,0,0,0,28695765,FALSE,"0500000US72047","Puerto Rico",34571
"1039","MO","Barry County","26100500500000",119564,2020,"General Purpose",0,0,0,13837,0,0,0,0,0,0,0,0,0,0,11867551,1031765,10835786,0,0,0,11867551,FALSE,"0500000US29009","Missouri",34534
"1040","MN","Nicollet County","24105205200000",34728,2020,"General Purpose",42565487,22607494,3563805,0,500804,0,12557216,0,1343646,0,1992522,4227840,18324490,4160340,28166847,14825049,40054468,0,0,0,54879517,FALSE,"0500000US27103","Minnesota",34454
"1041","OH","Putnam County","36106906900000",36908,2020,"General Purpose",0,0,0,5190,294103,0,14880591,149910,10348536,0,0,6576182,13576943,764858,15806897,6977049,29747831,0,0,0,36724880,FALSE,"0500000US39137","Ohio",34451
"1042","TN","Marshall County","43105905900000",191264,2020,"General Purpose",25793422,22842931,500751,400463,0,897695,0,1349467,842872,0,308710,6306523,4651806,63897,18318712,5791569,23549369,0,0,0,29340938,FALSE,"0500000US47117","Tennessee",34318
"1043","NE","Platte County","28107107100000",65567,2020,"General Purpose",0,0,0,0,0,0,0,0,0,0,0,1417666,4817039,0,17632121,-3595449,27462275,0,0,0,23866826,FALSE,"0500000US31141","Nebraska",34296
"1044","KS","Ford County","17102902900000",114253,2020,"General Purpose",0,11245000,0,1802787,0,0,13985571,0,0,0,1093297,0,0,0,49762527,-167500,49930027,0,0,0,49762527,FALSE,"0500000US20057","Kansas",34287
"1045","KS","Miami County","17106106100000",114281,2020,"General Purpose",0,24291000,0,123059,0,0,15060676,0,0,0,0,0,0,0,46369730,2418696,43951034,0,0,0,46369730,FALSE,"0500000US20121","Kansas",34191
"1046","IN","Whitley County","15109209200000",33220,2020,"General Purpose",0,5829000,0,0,0,0,201958,46711,0,0,0,0,0,0,99783625,2990172,96793453,0,0,0,99783625,FALSE,"0500000US18183","Indiana",34191
"1047","MS","Monroe County","25104804800000",65488,2020,"General Purpose",27499305,2172309,1806807,846781,340941,0,21695837,0,0,0,636630,5416007,2352782,705198,17074239,561446,24986780,2285385,706444,0,25548226,FALSE,"0500000US28095","Mississippi",34180
