state.abb,county,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,id,state.name,population
PA,Lehigh County,2020,General Purpose,451643087,122003762,48617342,0,0,29107284,82611649,0,148605945,0,17212037,28611283,332081628,0,114501663,2772678,472421896,0,0,0,475194574,0500000US42077,Pennsylvania,374557
MI,Washtenaw County,2020,General Purpose,255611336,20857526,48928961,6476564,0,16800000,109139163,0,33592171,0,19816951,34583238,140168346,0,139071629,47538141,266285072,2548277,360354,0,313823213,0500000US26161,Michigan,372258
TX,Brazoria County,2020,General Purpose,179779336,31612125,32487778,0,35085000,0,20461536,0,54179810,0,5953087,26584969,32034997,13083821,168394597,53826543,186271841,0,0,0,240098384,0500000US48039,Texas,372031
TX,Bell County,2020,General Purpose,149480832,104405000,13828877,0,0,0,23498752,0,970393,0,0,24350642,7739156,620326,116889424,17544635,132054913,0,0,0,149599548,0500000US48027,Texas,370647
TN,Hamilton County,2020,General Purpose,407385343,290345000,33416393,0,0,0,4844203,2346915,22830434,0,17333863,50013185,30900412,815075,200780248,40666922,241841998,0,0,0,282508920,0500000US47065,Tennessee,366207
VA,Chesterfield County,2020,General Purpose,1232112238,671083467,211280035,0,16403542,6545637,189567678,0,80242879,0,29548791,282035033,72649328,120474784,703164263,197527085,980796323,0,0,0,1178323408,0500000US51041,Virginia,364548
MN,Anoka County,2020,General Purpose,312168921,99877100,26122918,2463480,1713610,0,100851687,0,61471739,0,13857044,44179992,116208909,22671844,240275162,92378173,330957734,0,0,0,423335907,0500000US27003,Minnesota,363887
UT,Davis County,2020,General Purpose,127843790,61746764,16164370,69098,0,0,19023396,0,26093159,0,4747003,25970845,44983096,400184,158876390,49029357,181201158,3049300,10596,0,230230515,0500000US49011,Utah,362679
CO,Larimer County,2020,General Purpose,138355526,6167778,27776147,0,0,0,0,0,0,0,19156353,71962012,94916420,7838317,220692038,82335916,313072871,0,0,0,395408787,0500000US08069,Colorado,359066
CO,Douglas County,2020,General Purpose,75415483,5855000,60394586,0,0,0,0,0,0,0,9165897,61814471,83469719,25369065,264724793,31849455,403528593,0,0,0,435378048,0500000US08035,Colorado,357978
PA,Westmoreland County,2020,General Purpose,232320245,83722884,49468741,1510484,0,0,57225177,0,26627192,0,661839,77759683,126016201,2631787,87458856,18374529,275491998,0,0,0,293866527,0500000US42129,Pennsylvania,354663
TX,Nueces County,2020,General Purpose,222567723,157878625,34077473,3756835,0,0,22623801,0,0,0,2464800,86847745,8473372,556508,100280416,1338795,194819246,0,0,0,196158041,0500000US48355,Texas,353178
SC,Horry County,2020,General Purpose,471394000,117654000,68297000,8092000,0,0,217400000,0,43650000,0,16301000,112495000,23826000,42562000,305810000,152932000,331761000,0,0,0,484693000,0500000US45051,South Carolina,351029
TX,Galveston County,2020,General Purpose,565428917,274008576,17653935,0,0,0,14817230,0,252407229,1232615,6541947,24567291,32428354,0,158995399,-9711560,225702604,0,0,0,215991044,0500000US48167,Texas,350682
IN,Hamilton County,2020,General Purpose,285013791,127247808,9355423,635726,0,0,27640222,293614,109754039,0,2759196,15919070,41083303,2169803,151525110,49857260,160840026,0,0,0,210697286,0500000US18057,Indiana,347467
OR,Marion County,2020,General Purpose,256802975,0,16820757,0,0,349654,142395975,0,21345426,0,5452942,73397298,84731068,10726228,86821495,-6206510,261882599,0,0,0,255676089,0500000US41047,Oregon,345920
TN,Rutherford County,2020,General Purpose,549527235,439745000,8432119,0,2493728,0,0,11196692,0,0,6127119,104834447,11754587,3409254,154803179,55801832,218999635,0,0,0,274801467,0500000US47149,Tennessee,341486
NC,Cumberland County,2020,General Purpose,392166578,63226827,28768162,0,0,798275,36211480,558205,216044289,0,7120935,22143082,59771375,4344865,305220142,48436629,343042835,0,0,0,391479464,0500000US37051,North Carolina,334728
VA,Henrico County,2020,General Purpose,1585579456,970010689,164268995,88129894,0,0,202467470,0,69602143,0,28117780,169835685,178549813,7026794,749568208,82985240,1021995260,126007966,20476506,7026794,1104980500,0500000US51087,Virginia,334389
MD,Howard County,2020,General Purpose,2758224249,1600257000,173405497,27708860,12529873,0,158265132,0,430354623,0,31131974,215209312,96390909,29629970,1382028903,171138837,1552120257,0,0,0,1723259094,0500000US24027,Maryland,332317
FL,St. Lucie County,2020,General Purpose,538311690,143055405,38836160,15969827,0,35042941,205203057,0,59665228,0,20070076,55201183,70072158,35482202,251047293,36711068,375091768,21496512,836893,0,411802836,0500000US12111,Florida,329226
CO,Weld County,2020,General Purpose,59365268,0,45271838,0,0,0,6582519,6274442,786799,0,6724112,79380149,50780844,0,257896023,94311391,293745625,10740855,547462,0,388057016,0500000US08123,Colorado,328981
SC,Spartanburg County,2020,General Purpose,352396017,53848514,27393057,4916897,0,0,149188176,0,91083839,0,7315574,38330653,16655329,4972016,198218911,71149485,187027424,0,0,0,258176909,0500000US45083,South Carolina,327997
NC,Durham County,2020,General Purpose,840112815,515105067,27733760,0,8585989,57603931,48346231,745996,173238390,0,9471878,46101274,54132867,1530189,428635023,14782389,515616964,0,0,0,530399353,0500000US37063,North Carolina,324833
NE,Lancaster County,2020,General Purpose,76791686,35806256,13572007,19727500,0,0,0,0,0,0,7685923,22049598,23148177,181433,110616479,12424982,143570705,0,0,0,155995687,0500000US31109,Nebraska,322608
FL,Escambia County,2020,General Purpose,570084045,126693145,56521677,0,0,34010000,277714794,0,18605452,0,29500336,100693384,41379019,18021013,272875618,34095098,398873936,17071975,963217,0,432969034,0500000US12033,Florida,321905
OH,Lorain County,2020,General Purpose,316545058,63639222,18785302,0,5118072,7780000,118692501,0,79341772,218782,23188189,37620312,88919362,5805638,123302802,9066111,246582003,2993863,50362,0,255648114,0500000US39093,Ohio,312964
TX,Lubbock County,2020,General Purpose,104771149,31552032,16436771,11154485,0,0,12732070,0,29816178,0,3079613,23969166,11399370,0,107557080,14902957,128022659,0,0,0,142925616,0500000US48303,Texas,310639
IL,McHenry County,2020,General Purpose,81111416,2838970,13562774,348147,0,0,30650423,0,22463655,0,5394615,42336414,23386866,0,108304803,4429713,169598370,0,0,0,174028083,0500000US17111,Illinois,310229
ME,Cumberland County,2020,General Purpose,54640686,33760194,4015435,0,0,0,11511294,0,3387252,0,1966512,19335334,9461271,0,33909737,1843275,60863067,0,0,0,62706342,0500000US23005,Maine,303069
NJ,Gloucester County,2020,General Purpose,467670928,166037000,0,25135000,92821687,0,177487871,0,366077,0,4882005,0,0,0,266656444,10166594,256489850,0,0,0,266656444,0500000US34015,New Jersey,302294
MO,Greene County,2020,General Purpose,132618432,26841968,25166895,310814,0,0,13641923,2632016,0,0,3914549,27417236,37027961,1012140,126305987,19814067,171949257,0,0,0,191763324,0500000US29077,Missouri,298915
GA,Clayton County,2020,General Purpose,616804693,37168245,31626135,0,0,0,282845551,0,235504000,0,20694866,47806644,12731154,1556052,263419948,-11264052,336777850,0,0,0,325513798,0500000US13063,Georgia,297595
MI,Ottawa County,2020,General Purpose,142570321,34760944,29375281,58640,0,0,69552911,0,0,294014,3815905,18597116,82688482,0,76347133,5223484,172409247,0,0,0,177632731,0500000US26139,Michigan,296200
NY,Dutchess County,2020,General Purpose,982691845,243938009,110609586,0,0,0,126564243,0,461883735,0,10460158,25819329,134543999,23960211,322730088,-53366353,560419980,0,0,0,507053627,0500000US36027,New York,295911
GA,Chatham County,2020,General Purpose,155627645,0,65898036,1236655,0,0,18711320,0,42547000,0,14796599,35100726,9686119,11987648,305140598,75079319,286835772,0,0,0,361915091,0500000US13051,Georgia,295291
WA,Thurston County,2020,General Purpose,190527499,49794653,23854893,199205,1365469,0,24403920,6671557,64265430,0,9239611,73508078,54692187,11922744,148334241,37729184,250728066,0,0,0,288457250,0500000US53067,Washington,294793
SC,Lexington County,2020,General Purpose,218799568,24810000,14488347,0,0,0,157490310,0,10358384,0,5156580,59944048,6073908,5207863,140529991,4884288,206871522,0,0,0,211755810,0500000US45063,South Carolina,293991
FL,Leon County,2020,General Purpose,349037469,24026072,38420138,5561851,0,0,204591147,0,41518671,0,17300720,50402797,54432496,2444,215109662,7848704,312098695,0,0,0,319947399,0500000US12073,Florida,292198
PA,Dauphin County,2020,General Purpose,222829953,93274793,33527541,12867495,0,11743821,30832045,0,28028194,0,11319181,29671364,137386761,3784032,117319141,6327251,281834047,0,0,0,288161298,0500000US42043,Pennsylvania,286401
IL,Winnebago County,2020,General Purpose,188739941,112663541,14548335,5032129,11099850,0,0,14377153,8758472,0,3919629,50894522,21721630,60034,97240051,6381628,163534609,0,0,0,169916237,0500000US17201,Illinois,285350
MI,Ingham County,2020,General Purpose,413273124,91554906,24358827,20901140,0,8900000,190612666,0,66446199,890867,8892262,68062662,68937496,6447388,99250635,15463123,227235058,28923501,3339065,0,242698181,0500000US26065,Michigan,284900
CA,San Luis Obispo County,2020,General Purpose,1290311000,367642000,90338000,0,0,82823000,625259000,0,28036000,0,36032000,110475000,266285000,23007000,253744000,-12974000,666485000,0,0,0,653511000,0500000US06079,California,282424
SC,York County,2020,General Purpose,359031792,137944682,40967542,0,0,18051343,111321245,0,37040847,0,5989577,50193517,14649713,2849950,199920851,49280620,218333411,0,0,0,267614031,0500000US45091,South Carolina,282090
CA,Merced County,2020,General Purpose,771333463,42033052,190219629,4401124,231575,0,452130968,0,32708042,0,13191609,47318286,341313105,35730205,132764824,-4199700,561326120,0,0,0,557126420,0500000US06047,California,281202
FL,Alachua County,2020,General Purpose,356936637,0,29073976,983546,0,52450001,232999465,0,11268567,0,19607731,74718106,34877926,9512550,217225442,16139605,320194419,0,0,0,336334024,0500000US12001,Florida,278468
NJ,Atlantic County,2020,General Purpose,291199489,118922652,0,881927,0,0,98202828,0,1783226,0,0,0,0,0,262147758,9716097,252431660,0,0,0,262147758,0500000US34001,New Jersey,274534
FL,St. Johns County,2020,General Purpose,740663686,328234783,47811622,5789956,56856023,504000,282139344,0,0,10316093,15478860,171180851,76027462,142966316,266274978,196013525,460436082,0,0,0,656449607,0500000US12109,Florida,273425
MD,Frederick County,2020,General Purpose,905060688,580227901,119972129,8473983,0,75705425,10210493,15879382,26824045,0,16123408,150410746,37136946,41479994,688912068,94663029,823276725,44395954,2083386,35638453,917939754,0500000US24021,Maryland,271717
PA,Erie County,2020,General Purpose,151190849,42152138,53559738,0,0,0,6957237,0,46070539,0,2389445,63060123,250297884,0,88763468,23484962,378636513,0,0,0,402121475,0500000US42049,Pennsylvania,270876
CA,Santa Cruz County,2020,General Purpose,994509543,42296736,83148452,5108098,92467,46795000,523261501,0,175366985,0,32074062,120888701,290445632,18531839,195998538,-47100870,672965580,17775649,685102,0,625864710,0500000US06087,California,270861
NC,Buncombe County,2020,General Purpose,679634202,15750000,35475942,0,419822511,0,44103637,0,134334172,0,9374658,35370441,52733060,2684062,358677329,2020198,447444694,0,0,0,449464892,0500000US37021,North Carolina,269452
WI,Brown County,2020,General Purpose,134859140,80715820,30575945,197963,0,1428536,0,18236747,5237345,0,3270413,86158406,68322354,11094883,130580770,41528363,254628050,0,0,0,296156413,0500000US55009,Wisconsin,268740
MN,Washington County,2020,General Purpose,398150946,132138789,26196678,0,995401,0,74377089,0,152802376,0,11640613,32994235,99074060,6637810,172262377,56905371,254063111,0,0,0,310968482,0500000US27163,Minnesota,267568
TX,Webb County,2020,General Purpose,143436259,76469706,27720782,6180710,0,3455000,19433202,0,248690,0,6211064,34862261,37424326,773013,117497726,13547785,177009541,0,0,0,190557326,0500000US48479,Texas,267114
GA,Cherokee County,2020,General Purpose,200672837,56086070,22318113,1250305,0,0,87230260,0,10274923,0,16273375,34835217,21524513,16920257,170631637,-4146775,248058399,0,0,0,243911624,0500000US13057,Georgia,266620
IL,Madison County,2020,General Purpose,56663883,0,14582964,0,1385000,0,12197368,985129,21982092,0,6516459,41073458,48064900,878649,55098166,16796292,128318881,0,0,0,145115173,0500000US17119,Illinois,265859
CA,Marin County,2020,General Purpose,719706519,131499035,34281209,1115526,7239104,2863730,193419598,0,207680577,0,18916751,91519608,309697459,34157582,344713030,106851293,673236386,0,0,0,780087679,0500000US06041,California,262321
UT,Weber County,2020,General Purpose,101820155,59990989,12588257,67150,0,0,17540797,0,5901329,0,5304105,50828178,34270153,1285287,135041312,22102022,199322908,10749815,172746,0,221424930,0500000US49057,Utah,262223
MI,Kalamazoo County,2020,General Purpose,85930743,28057366,23480442,0,0,0,0,26483836,29221051,0,5171884,16932323,39777367,805864,74039997,17035789,114519762,0,0,0,131555551,0500000US26077,Michigan,261670
MD,Harford County,2020,General Purpose,1063073380,625140944,87285230,0,0,0,150170070,0,110807139,0,28375757,70199611,43873453,46058446,655108948,85155997,730084461,0,0,0,815240458,0500000US24025,Maryland,260924
PA,Cumberland County,2020,General Purpose,60337130,24907438,17394429,1485936,0,7089626,0,8384686,2526707,0,5137078,55206097,77383330,9581155,56806717,27306932,171670367,29353170,2854147,0,198977299,0500000US42041,Pennsylvania,259469
IL,St. Clair County,2020,General Purpose,134496462,106853123,17681590,2437429,5668947,0,0,10501201,0,1003080,0,37582479,32517575,1314527,62881936,28597344,105699173,0,0,0,134296517,0500000US17163,Illinois,257400
WA,Yakima County,2020,General Purpose,101466000,27498884,10582000,0,0,0,19376000,4774000,18426000,0,3272026,40167000,42545000,1138000,132507000,36496000,179861000,0,0,0,216357000,0500000US53077,Washington,256728
TX,Jefferson County,2020,General Purpose,382571796,38472633,13439960,0,0,0,52224482,0,262909828,0,12000201,29135440,19897011,1643237,124392527,-4055864,179124079,0,0,0,175068215,0500000US48245,Texas,256526
MO,Clay County,2020,General Purpose,90416155,991584,7818050,893741,0,0,25570939,0,1334583,0,3393420,20135162,33340983,1081695,51477231,-14392129,120427200,0,0,0,106035071,0500000US29047,Missouri,253335
GA,Forsyth County,2020,General Purpose,618135372,517821053,60225234,0,0,5750217,2131453,0,6417975,0,12785348,98867182,19485797,109529514,237016379,172918035,291980837,0,0,0,464898872,0500000US13117,Georgia,251283
TN,Williamson County,2020,General Purpose,905617619,806434456,10341815,252214,0,0,0,244375,75435511,0,4376482,100597294,37733596,1794407,178312715,-26856614,345294626,0,0,0,318438012,0500000US47187,Tennessee,247726
OH,Warren County,2020,General Purpose,215537516,35967904,17304964,0,12465578,0,83195651,829433,57721813,0,8881606,48392244,36030673,14596501,136925724,41916054,194029088,15244031,435839,4277021,235945142,0500000US39165,Ohio,242337
TX,Hays County,2020,General Purpose,642695494,552876756,27060238,0,3246071,0,19255943,0,36730279,0,3526206,15270372,8344067,856448,178081369,8032021,194520235,14574129,127701,0,202552256,0500000US48209,Texas,241067
GA,Henry County,2020,General Purpose,188078827,4986817,16232907,0,0,0,77353081,0,69360303,0,5173001,44124008,10686639,4190955,190765031,37999897,211766736,0,0,0,249766633,0500000US13151,Georgia,240712
VA,Arlington County,2020,General Purpose,1901383410,1289385595,194022046,11772111,156079292,0,0,25800000,162071917,0,40151166,216904218,144769078,1512140,1288535382,174764740,1476956078,0,0,0,1651720818,0500000US51013,Virginia,238643
NC,Union County,2020,General Purpose,726334795,544399685,24607155,0,0,0,35645683,459398,63275916,0,6574402,89652788,35630509,14549936,266746892,1151216,405428909,0,0,0,406580125,0500000US37179,North Carolina,238267
