"","state.abb","state.name","geo_id","government_ID","entity","total_liabilities","revenues","lia_rev_ratio"
"5279","IL","Illinois","1600000US1714767","14200100200000","Clayton",148414,387000,38.35
"5280","IL","Illinois","1600000US1702557","14201500100000","Ashmore",855454,762836,112.14
"5281","MI","Michigan","1600000US2649980","23205700200000","McBain",673426,1159128,58.1
"5282","FL","Florida","1600000US1239700","10200400300000","Lawtey",2171217,1450381,149.7
"5283","IL","Illinois","1600000US1704000","14201400300000","Bartelso",1626330,470821,345.42
"5284","LA","Louisiana","1600000US2275670","19205350100000","Tickfaw",176538,1062212,16.62
"5285","IL","Illinois","1600000US1714455","14209600100000","Cisne",262562,665512,39.45
"5286","OH","Ohio","1600000US3981032","36201600600000","Warsaw",0,228672,0
"5287","IL","Illinois","1600000US1753143","14208000300000","Noble",5752,475087,1.21
"5288","OK","Oklahoma","1600000US4063750","37206200400000","Roff",541463,37961835,1.43
"5289","OR","Oregon","1600000US4122200","38203000300000","Echo",745667,1046940,71.22
"5290","NC","North Carolina","1600000US3758920","34207500200000","Saluda",3158754,2326416,135.78
"5291","IL","Illinois","1600000US1706964","14204100200000","Bluford",165596,1134046,14.6
"5292","IL","Illinois","1600000US1730133","14207600200000","Golconda",82249,762600,10.79
"5293","IL","Illinois","1600000US1731563","14209000600000","Green Valley",104344,431375,24.19
"5294","OH","Ohio","1600000US3976834","36204301200000","Timberlake",0,646436,0
"5295","IL","Illinois","1600000US1766989","14208202200000","St. Libory",1012,735051,0.14
"5296","OR","Oregon","1600000US4102800","38201100100000","Arlington",2239879,2637605,84.92
"5297","IL","Illinois","1600000US1717471","14207100300000","Creston",67973,536169,12.68
"5298","NC","North Carolina","1600000US3722720","34202380400000","Fallston",2017578,1050760,192.01
"5299","MN","Minnesota","1600000US2708092","24207300400000","Brooten",2834243,1133379,250.07
"5300","IN","Indiana","1600000US1810270","15207700100000","Carlisle",0,0,NA
"5301","OK","Oklahoma","1600000US4079300","37204400500000","Wayne",317890,732837,43.38
"5302","ID","Idaho","1600000US1642130","13202900400000","Juliaetta",950425,1507314,63.05
"5303","LA","Louisiana","1600000US2248260","19204200200000","Mangham",505617,679477,74.41
"5304","OK","Oklahoma","1600000US4016200","37204490200000","Cole",0,211119,0
"5305","TN","Tennessee","1600000US4700200","43207470200000","Adams",10186,529890,1.92
"5306","IL","Illinois","1600000US1717783","14209700300000","Crossville",1003235,1081100,92.8
"5307","LA","Louisiana","1600000US2248645","19205600400000","Marion",1402006,835875,167.73
"5308","GA","Georgia","1600000US1359556","11213600600000","Pavo",206163,768720,26.82
"5309","IL","Illinois","1600000US1700737","14206000100000","Alhambra",153360,558916,27.44
"5310","MI","Michigan","1600000US2665680","23203200800000","Port Austin",256148,699328,36.63
"5311","OK","Oklahoma","1600000US4079750","37201800400000","Welch",472930,613445,77.09
"5312","MI","Michigan","1600000US2612580","23203100100000","Calumet",390133,2075313,18.8
"5313","OR","Oregon","1600000US4116250","38203100100000","Cove",2258762,572793,394.34
"5314","IL","Illinois","1600000US1706899","14208600200000","Bluffs",122419,321299,38.1
"5315","IL","Illinois","1600000US1783206","14204100800000","Woodlawn",1618231,866223,186.81
"5316","NE","Nebraska","1600000US3131395","28207800800000","Mead",2925473,633212,462.01
"5317","GA","Georgia","1600000US1308480","11214400100000","Blairsville",7571543,6388347,118.52
"5318","GA","Georgia","1600000US1364960","11208950200000","Riceboro",6577740,2340883,280.99
"5319","NE","Nebraska","1600000US3108150","28207800200000","Cedar Bluffs",873250,613346,142.37
"5320","VA","Virginia","1600000US5143176","47205900400000","La Crosse",317853,834771,38.08
"5321","IL","Illinois","1600000US1752220","14206600500000","New Boston",749015,946705,79.12
"5322","MI","Michigan","1600000US2677600","23204500300000","Suttons Bay",2352550,2416948,97.34
"5323","TN","Tennessee","1600000US4727960","43201700300000","Friendship",1061550,904086,117.42
"5324","IL","Illinois","1600000US1724985","14209200600000","Fairmount",18488,306057,6.04
"5325","IL","Illinois","1600000US1752961","14205800700000","Niantic",340574,891768,38.19
"5326","MD","Maryland","1600000US2459450","21202100200000","Oxford",3869411,4270723,90.6
"5327","NE","Nebraska","1600000US3103635","28202000200000","Beemer",0,1892071,0
"5328","NE","Nebraska","1600000US3113295","28202700100000","Dodge",0,944202,0
"5329","OK","Oklahoma","1600000US4077300","37202200700000","Vici",173741,5248218,3.31
"5330","IL","Illinois","1600000US1727663","14206900300000","Franklin",1611102,866507,185.93
"5331","NE","Nebraska","1600000US3113435","28207600300000","Dorchester",1538521,1740313,88.4
"5332","IL","Illinois","1600000US1777044","14200170100000","Ursa",18881,396994,4.76
"5333","NE","Nebraska","1600000US3137770","28202400600000","Overton",0,750896,0
"5334","TN","Tennessee","1600000US4757900","43205380100000","Philadelphia",275431,168139,163.81
"5335","OK","Oklahoma","1600000US4041500","37204900300000","Langley",1542724,1800117,85.7
"5336","IL","Illinois","1600000US1757329","14205901700000","Palmyra",726782,980888,74.09
"5337","LA","Louisiana","1600000US2226420","19204000400000","Forest Hill",331960,1339795,24.78
"5338","MI","Michigan","1600000US2638380","23206000100000","Hillman",438347,744616,58.87
"5339","NE","Nebraska","1600000US3100240","28203400100000","Adams",3079432,954631,322.58
"5340","OR","Oregon","1600000US4145700","38202950100000","Manzanita",4310753,3743551,115.15
"5341","OK","Oklahoma","1600000US4060250","37205100800000","Porum",966911,2122500,45.56
"5342","UT","Utah","1600000US4927930","45201700100000","Garden",6811651,3605705,188.91
"5343","IL","Illinois","1600000US1772260","14205701800000","Stanford",50553,396144,12.76
"5344","LA","Louisiana","1600000US2252320","19200100600000","Morse",63458,473046,13.41
"5345","NE","Nebraska","1600000US3121730","28208100300000","Hay Springs",480362,1065919,45.07
"5346","UT","Utah","1600000US4957080","45201300400000","Orderville",2379118,742480,320.43
"5347","IL","Illinois","1600000US1736190","14204680100000","Hopkins Park",71996,375247,19.19
"5348","NC","North Carolina","1600000US3731440","34203690100000","High Shoals",120052,2490574,4.82
"5349","NE","Nebraska","1600000US3120190","28201300500000","Greenwood",0,1428070,0
"5350","NE","Nebraska","1600000US3150125","28207801200000","Valparaiso",0,548926,0
"5351","IL","Illinois","1600000US1718498","14203800800000","Danforth",1795,280583,0.64
"5352","MI","Michigan","1600000US2653340","23204400700000","Metamora",18494,668760,2.77
"5353","OK","Oklahoma","1600000US4022500","37206300200000","Earlsboro",835506,5978270,13.98
"5354","MI","Michigan","1600000US2663260","23207601100000","Peck",542201,704222,76.99
"5355","NE","Nebraska","1600000US3102095","28202100300000","Arnold",0,1713423,0
"5356","NE","Nebraska","1600000US3116550","28203000200000","Fairmont",0,2330378,0
"5357","NE","Nebraska","1600000US3151735","28205400900000","Wausa",0,959347,0
"5358","FL","Florida","1600000US1278925","10203800600000","Yankeetown",1067522,941406,113.4
"5359","LA","Louisiana","1600000US2270595","19205880100000","Simpson",153780,236951,64.9
"5360","WA","Washington","1600000US5329710","48203900300000","Harrah",0,615282,0
"5361","LA","Louisiana","1600000US2215850","19201500100000","Clayton",413041,383647,107.66
"5362","LA","Louisiana","1600000US2212420","19204970100000","Cankton",222131,521953,42.56
"5363","LA","Louisiana","1600000US2264765","19201580100000","Ridgecrest",44971,334992,13.42
"5364","MI","Michigan","1600000US2650280","23204900100000","Mackinac Island",13875504,7817282,177.5
"5365","TN","Tennessee","1600000US4746540","43201700500000","Maury",802348,1624648,49.39
"5366","IL","Illinois","1600000US1781867","14207300600000","Willisville",217180,637724,34.06
"5367","OK","Oklahoma","1600000US4007750","37201200100000","Boswell",678252,918836,73.82
"5368","AK","Alaska","1600000US0267020","02202400300000","Sand Point",5521421,18188699,30.36
"5369","MI","Michigan","1600000US2669680","23206500200000","Rose",165840,920352,18.02
"5370","GA","Georgia","1600000US1348848","11215800600000","McIntyre",36966,1144583,3.23
"5371","IL","Illinois","1600000US1781802","14204801200000","Williamsfield",216241,967342,22.35
"5372","MI","Michigan","1600000US2651200","23201900500000","Maple Rapids",227657,565863,40.23
"5373","UT","Utah","1600000US4937060","45202900100000","Huntsville",889325,1223495,72.69
"5374","TN","Tennessee","1600000US4750300","43202400200000","Moscow",402391,1097615,36.66
"5375","IL","Illinois","1600000US1777642","14202902000000","Vermont",466404,575067,81.1
"5376","GA","Georgia","1600000US1311056","11205650100000","Brooks",43210,456618,9.46
"5377","IL","Illinois","1600000US1766833","14205100500000","St. Francisville",663934,1041692,63.74
"5378","IL","Illinois","1600000US1751479","14206900700000","Murrayville",135769,370822,36.61
"5379","MI","Michigan","1600000US2665900","23207601200000","Port Sanilac",3767077,1205925,312.38
"5380","OH","Ohio","1600000US3949238","36202600500000","Metamora",0,606073,0
"5381","IL","Illinois","1600000US1760209","14210001300000","Pittsburg",1188614,1164396,102.08
"5382","MI","Michigan","1600000US2657520","23207800700000","New Lothrop",1504469,600326,250.61
"5383","IL","Illinois","1600000US1718472","14201460100000","Damiansville",4900,332480,1.47
"5384","IL","Illinois","1600000US1768120","14206801400000","Schram",29863,766497,3.9
"5385","NE","Nebraska","1600000US3107660","28202100600000","Callaway",93258,1390550,6.71
"5386","NE","Nebraska","1600000US3123340","28201900200000","Howells",0,1880516,0
"5387","OK","Oklahoma","1600000US4060150","37207300300000","Porter",115426,899729,12.83
"5388","UT","Utah","1600000US4953340","45200700300000","Myton",761990,830918,91.7
"5389","IN","Indiana","1600000US1853262","15205400600000","New Market",0,0,NA
"5390","UT","Utah","1600000US4948720","45202000800000","Mayfield",1026749,1054347,97.38
"5391","IN","Indiana","1600000US1816732","15208300300000","Dana",0,794804,0
"5392","OK","Oklahoma","1600000US4014900","37206400300000","Clayton",2722912,1035826,262.87
"5393","TN","Tennessee","1600000US4700660","43202570100000","Allardt",83688,894507,9.36
"5394","IL","Illinois","1600000US1777148","14202801100000","Valier",393594,529963,74.27
"5395","NE","Nebraska","1600000US3150370","28205400800000","Verdigre",4779,1306596,0.37
"5396","OK","Oklahoma","1600000US4076900","37206980200000","Velma",116367,18446068,0.63
"5397","IL","Illinois","1600000US1702986","14203400100000","Augusta",21448,456140,4.7
"5398","IL","Illinois","1600000US1703103","14203900100000","Ava",492596,1053763,46.75
"5399","LA","Louisiana","1600000US2225860","19204350100000","Florien",189796,1280752,14.82
"5400","IL","Illinois","1600000US1717406","14203800700000","Crescent City",142618,357912,39.85
"5401","MI","Michigan","1600000US2624580","23201100700000","Eau Claire",1129697,846953,133.38
"5402","IL","Illinois","1600000US1776706","14205601700000","Union",7006,709548,0.99
"5403","MI","Michigan","1600000US2607580","23201000100000","Benzonia (Benzie County)",865532,880909,98.25
"5404","TN","Tennessee","1600000US4756560","43203100200000","Palmer",24199,147048,16.46
"5405","IL","Illinois","1600000US1739298","14206600300000","Keithsburg",17196,2061281,0.83
"5406","TN","Tennessee","1600000US4774860","43200500400000","Townsend",503005,972578,51.72
"5407","NE","Nebraska","1600000US3151700","28201500300000","Wauneta",2229624,2177992,102.37
"5408","IL","Illinois","1600000US1711215","14205750100000","Carlock",985746,471635,209.01
"5409","LA","Louisiana","1600000US2232020","19202400100000","Grosse Tete",831903,1418016,58.67
"5410","OR","Oregon","1600000US4150250","38201200600000","Mt. Vernon",756789,2001466,37.81
"5411","IL","Illinois","1600000US1724608","14207900500000","Evansville",299746,574404,52.18
"5412","TN","Tennessee","1600000US4775160","43202300300000","Trimble",630154,533085,118.21
"5413","OH","Ohio","1600000US3957792","36206300800000","Oakwood",0,891433,0
"5414","MI","Michigan","1600000US2612260","23207800200000","Byron",350809,584863,59.98
"5415","OK","Oklahoma","1600000US4012100","37204100200000","Carney",145838,758823,19.22
"5416","TN","Tennessee","1600000US4723660","43202800200000","Elkton",35347,407078,8.68
"5417","IL","Illinois","1600000US1774444","14207300500000","Tamaroa",1952206,846746,230.55
"5418","IL","Illinois","1600000US1743133","14200150100000","Liberty",27129,318475,8.52
"5419","OH","Ohio","1600000US3919820","36208700600000","Cygnet",0,270336,0
"5420","MI","Michigan","1600000US2630580","23200800100000","Freeport",779093,443620,175.62
"5421","NM","New Mexico","1600000US3562200","32202980100000","Red River",8507395,6025165,141.2
"5422","OH","Ohio","1600000US3967314","36208701800000","Risingsun",0,355306,0
"5423","IL","Illinois","1600000US1725375","14202600300000","Farina",67088,1451042,4.62
"5424","LA","Louisiana","1600000US2253370","19200400100000","Napoleonville",820479,1212912,67.65
"5425","TN","Tennessee","1600000US4759240","43201800200000","Pleasant Hill",2775,205428,1.35
"5426","IL","Illinois","1600000US1724348","14203000100000","Equality",1693156,1031541,164.14
"5427","OK","Oklahoma","1600000US4040700","37202401100000","Lahoma",14965,490961,3.05
"5428","OR","Oregon","1600000US4137650","38200380100000","Johnson",0,203479,0
"5429","NE","Nebraska","1600000US3103215","28207500100000","Bassett",642783,1052438,61.08
"5430","IL","Illinois","1600000US1745278","14209800600000","Lyndon",131436,953913,13.78
"5431","MI","Michigan","1600000US2610760","23204600400000","Britton",911146,605268,150.54
"5432","NE","Nebraska","1600000US3103495","28203300200000","Beaver",132340,1560326,8.48
"5433","NE","Nebraska","1600000US3109865","28201400200000","Coleridge",0,823708,0
"5434","OK","Oklahoma","1600000US4062550","37203900100000","Red Oak",42156,596045,7.07
"5435","TN","Tennessee","1600000US4724460","43205090100000","Ethridge",896710,654893,136.92
"5436","IL","Illinois","1600000US1780281","14201200400000","Westfield",511993,420148,121.86
"5437","IL","Illinois","1600000US1782218","14205902500000","Wilsonville",55460,259833,21.34
"5438","TN","Tennessee","1600000US4710440","43205450100000","Calhoun",43830,406555,10.78
"5439","UT","Utah","1600000US4957960","45201100300000","Paragonah",194881,654279,29.79
"5440","IL","Illinois","1600000US1709759","14204500300000","Burlington",448096,613786,73.01
"5441","NE","Nebraska","1600000US3111615","28204400100000","Culbertson",0,587723,0
"5442","NE","Nebraska","1600000US3138190","28206600700000","Palmyra",0,529476,0
"5443","OH","Ohio","1600000US3915406","36201400200000","Clarksville",0,897094,0
"5444","IL","Illinois","1600000US1748671","14204951200000","Mettawa",366413,4430843,8.27
"5445","NE","Nebraska","1600000US3122920","28202200300000","Homer",680355,518987,131.09
"5446","GA","Georgia","1600000US1337788","11215400200000","Helen",1790747,5533031,32.36
"5447","GA","Georgia","1600000US1341400","11215800400000","Irwinton",856600,685096,125.03
"5448","IL","Illinois","1600000US1773040","14208700900000","Strasburg",148664,289866,51.29
"5449","OH","Ohio","1600000US3939060","36200300300000","Jeromesville",0,415309,0
"5450","NE","Nebraska","1600000US3113015","28207600200000","Dewitt",601450,1427102,42.14
"5451","WI","Wisconsin","1600000US5531675","50205900700000","Gresham",4474353,4610882,97.04
"5452","LA","Louisiana","1600000US2262770","19203500500000","Provencal",51166,327489,15.62
"5453","TN","Tennessee","1600000US4728560","43202470100000","Gallaway",863945,1398713,61.77
"5454","TN","Tennessee","1600000US4757740","43205200200000","Petersburg",286015,506929,56.42
"5455","IL","Illinois","1600000US1712450","14200900400000","Chandlerville",664480,505008,131.58
"5456","IL","Illinois","1600000US1738791","14206100500000","Junction City",278949,344642,80.94
"5457","IL","Illinois","1600000US1750751","14207700300000","Mound",1421423,739478,192.22
"5458","MN","Minnesota","1600000US2715346","24201800500000","Deerwood",1556403,2452921,63.45
"5459","IL","Illinois","1600000US1758057","14206100900000","Patoka",925,503213,0.18
"5460","LA","Louisiana","1600000US2252075","19203900100000","Morganza",224772,549520,40.9
"5461","MI","Michigan","1600000US2656140","23202300600000","Mulliken",4379,295854,1.48
"5462","OH","Ohio","1600000US3927818","36206900600000","Fort Jennings",0,398783,0
"5463","FL","Florida","1600000US1235425","10205700100000","Jay",600311,1897890,31.63
"5464","NE","Nebraska","1600000US3123830","28207300300000","Indianola",1400668,1234034,113.5
"5465","NE","Nebraska","1600000US3116340","28203000100000","Exeter",0,1793338,0
"5466","OH","Ohio","1600000US3964766","36204400600000","Proctorville",0,402925,0
"5467","TN","Tennessee","1600000US4703078","43204540100000","Baneberry",335062,492200,68.07
"5468","MI","Michigan","1600000US2671360","23204100900000","Sand Lake",1843427,1159058,159.05
"5469","IL","Illinois","1600000US1718030","14205300400000","Cullom",3432,337634,1.02
"5470","IL","Illinois","1600000US1751284","14200300200000","Mulberry Grove",100000,520285,19.22
"5471","IL","Illinois","1600000US1718745","14208400700000","Dawson",342908,530065,64.69
"5472","IL","Illinois","1600000US1746981","14207800400000","Mark",18042,1769290,1.02
"5473","TN","Tennessee","1600000US4772140","43206520100000","Sunbright",38580,353632,10.91
"5474","MI","Michigan","1600000US2677420","23202300900000","Sunfield",392551,642665,61.08
"5475","OH","Ohio","1600000US3909834","36200500400000","Buchtel",0,187029,0
"5476","OK","Oklahoma","1600000US4027100","37200800900000","Fort Cobb",0,904875,0
"5477","ID","Idaho","1600000US1627910","13200600500000","Firth",1702011,1144829,148.67
"5478","LA","Louisiana","1600000US2249870","19200100500000","Mermentau",588672,440926,133.51
"5479","NE","Nebraska","1600000US3138610","28205100300000","Paxton",3295800,1544460,213.39
"5480","NE","Nebraska","1600000US3149145","28204400400000","Trenton",1278885,1640557,77.95
"5481","IL","Illinois","1600000US1717055","14208700100000","Cowden",1987299,580326,342.45
"5482","IL","Illinois","1600000US1730757","14205000500000","Grand Ridge",1020118,384358,265.41
"5483","IL","Illinois","1600000US1730328","14201603600000","Golf",2452505,1187323,206.56
"5484","MI","Michigan","1600000US2627080","23207900400000","Fairgrove",27296,371349,7.35
"5485","UT","Utah","1600000US4971840","45202750100000","Springdale",8908203,5900709,150.97
"5486","IL","Illinois","1600000US1778773","14202000500000","Wapella",501793,428663,117.06
"5487","MI","Michigan","1600000US2631300","23201100800000","Galien",206912,592975,34.89
"5488","IL","Illinois","1600000US1737933","14206100400000","Iuka",350883,355793,98.62
"5489","LA","Louisiana","1600000US2264590","19203390100000","Richmond",584560,550740,106.14
"5490","TN","Tennessee","1600000US4736000","43206600100000","Hornbeak",319144,376450,84.78
"5491","MT","Montana","1600000US3005275","27200700100000","Belt",2638992,1403310,188.05
"5492","IL","Illinois","1600000US1753585","14202800600000","North",82363,425766,19.34
"5493","MI","Michigan","1600000US2646880","23207890100000","Lennon",19705,365540,5.39
"5494","ID","Idaho","1600000US1620890","13202900200000","Deary",1891184,870146,217.34
"5495","IL","Illinois","1600000US1732499","14207400600000","Hammond",149493,339504,44.03
"5496","MI","Michigan","1600000US2603740","23202900200000","Ashley",2816979,1038605,271.23
"5497","OK","Oklahoma","1600000US4077000","37202600600000","Verden",0,257259,0
"5498","IL","Illinois","1600000US1717289","14210000600000","Creal Springs",333484,701190,47.56
"5499","MI","Michigan","1600000US2682880","23203000900000","Waldron",1654714,510127,324.37
"5500","OK","Oklahoma","1600000US4054100","37207300200000","Okay",40568,448840,9.04
"5501","FL","Florida","1600000US1258175","10203070100000","Ponce De Leon",754304,966395,78.05
"5502","IL","Illinois","1600000US1718303","14203300300000","Dahlgren",98502,919589,10.71
"5503","NE","Nebraska","1600000US3110635","28203400600000","Cortland",1685904,605296,278.53
"5504","OR","Oregon","1600000US4153300","38203100600000","North Powder",329118,520902,63.18
"5505","TN","Tennessee","1600000US4749360","43202880100000","Minor Hill",9618,258627,3.72
"5506","IN","Indiana","1600000US1800640","15200600100000","Advance",0,0,NA
"5507","MI","Michigan","1600000US2663900","23203400800000","Pewamo",1845415,542593,340.11
"5508","FL","Florida","1600000US1208575","10205070100000","Briny Breezes",36049,1153597,3.12
"5509","IL","Illinois","1600000US1761639","14207900800000","Prairie Du Rocher",470559,434699,108.25
"5510","IN","Indiana","1600000US1850526","15204200400000","Monroe",0,0,NA
"5511","OR","Oregon","1600000US4135700","38200100400000","Huntington",514115,2371968,21.67
"5512","IL","Illinois","1600000US1718342","14208900200000","Dakota",335645,1165172,28.81
"5513","NE","Nebraska","1600000US3133250","28204600100000","Mullen",0,1303656,0
"5514","NE","Nebraska","1600000US3143685","28202101100000","Sargent",1035072,1830153,56.56
"5515","OK","Oklahoma","1600000US4029400","37206000200000","Glencoe",300197,514662,58.33
"5516","IL","Illinois","1600000US1763420","14208101200000","Reynolds",0,332804,0
"5517","IL","Illinois","1600000US1783336","14206901000000","Woodson",19598,286792,6.83
"5518","MI","Michigan","1600000US2681700","23206900200000","Vanderbilt",2648,302936,0.87
"5519","IL","Illinois","1600000US1716119","14210250200000","Congerville",272201,321606,84.64
"5520","MI","Michigan","1600000US2658740","23204500200000","Northport",5588177,1677038,333.22
"5521","NE","Nebraska","1600000US3103005","28202000100000","Bancroft",0,777054,0
"5522","IL","Illinois","1600000US1709317","14203800300000","Buckley",417369,522676,79.85
"5523","IL","Illinois","1600000US1762744","14209201500000","Rankin",440038,328640,133.9
"5524","OK","Oklahoma","1600000US4002800","37202300100000","Arnett",0,594563,0
"5525","TN","Tennessee","1600000US4721500","43209370100000","Doyle",3832,151799,2.52
"5526","OK","Oklahoma","1600000US4027400","37201200200000","Fort Towson",978350,575007,170.15
"5527","LA","Louisiana","1600000US2249905","19203400400000","Mer Rouge",1069523,923606,115.8
"5528","LA","Louisiana","1600000US2253510","19203590100000","Natchez",45138,154469,29.22
"5529","IL","Illinois","1600000US1726233","14209200700000","Fithian",699779,382825,182.79
"5530","OH","Ohio","1600000US3918770","36206400100000","Corning",0,981466,0
"5531","IN","Indiana","1600000US1815994","15205700300000","Cromwell",0,0,NA
"5532","IL","Illinois","1600000US1775159","14202801000000","Thompsonville",131700,301026,43.75
"5533","NE","Nebraska","1600000US3147500","28204500800000","Stuart",1273578,2720679,46.81
"5534","TN","Tennessee","1600000US4705860","43200300100000","Big Sandy",582889,970969,60.03
"5535","UT","Utah","1600000US4977560","45200900700000","Tropic",3344704,2312325,144.65
"5536","IL","Illinois","1600000US1775848","14208701000000","Tower Hill",75484,411651,18.34
"5537","NC","North Carolina","1600000US3757740","34209400400000","Roper",1210379,2719494,44.51
"5538","MI","Michigan","1600000US2605080","23207800100000","Bancroft",1317954,491562,268.12
"5539","OH","Ohio","1600000US3974748","36205800400000","Stockport",0,157379,0
"5540","OK","Oklahoma","1600000US4036400","37201170100000","Hulbert",2492086,2372856,105.02
"5541","IL","Illinois","1600000US1709356","14200600200000","Buda",1470856,494769,297.28
"5542","UT","Utah","1600000US4901090","45200300100000","Amalga",234488,461768,50.78
"5543","IL","Illinois","1600000US1712294","14200800100000","Chadwick",7672,440290,1.74
"5544","GA","Georgia","1600000US1339216","11201300100000","Hoboken",120789,714353,16.91
"5545","NE","Nebraska","1600000US3133425","28201300900000","Murray",0,622004,0
"5546","NE","Nebraska","1600000US3147150","28204900400000","Sterling",0,799305,0
"5547","IL","Illinois","1600000US1730770","14203900800000","Grand Tower",20575,741438,2.78
"5548","IL","Illinois","1600000US1767613","14205450100000","San Jose",1219180,979958,124.41
"5549","OK","Oklahoma","1600000US4032250","37206500200000","Hammon",0,442826,0
"5550","IL","Illinois","1600000US1736841","14201700200000","Hutsonville",8014,374422,2.14
"5551","TN","Tennessee","1600000US4729160","43208480100000","Gilt Edge",20910,311287,6.72
"5552","IL","Illinois","1600000US1712528","14206900100000","Chapin",1425318,1013485,140.64
"5553","MI","Michigan","1600000US2676420","23200600400000","Sterling",143401,413777,34.66
"5554","AR","Arkansas","1600000US0562240","04200380100000","Salesville",0,256543,0
"5555","MI","Michigan","1600000US2636380","23203800400000","Hanover",16703,224674,7.43
"5556","OK","Oklahoma","1600000US4017700","37202400200000","Covington",0,605561,0
"5557","OK","Oklahoma","1600000US4039550","37201800200000","Ketchum",2421,299836,0.81
"5558","TN","Tennessee","1600000US4728380","43201700400000","Gadsden",1244,193275,0.64
"5559","IL","Illinois","1600000US1742860","14208201300000","Lenzburg",32625,373629,8.73
"5560","LA","Louisiana","1600000US2214660","19204000300000","Cheneyville",932386,864885,107.8
"5561","OK","Oklahoma","1600000US4011600","37200600100000","Canton",376725,90111766,0.42
"5562","OK","Oklahoma","1600000US4055450","37203300800000","Olustee",162636,898881,18.09
"5563","IL","Illinois","1600000US1723971","14205400400000","Emden",1685,229115,0.74
"5564","UT","Utah","1600000US4963020","45201700400000","Randolph",0,189988,0
"5565","IL","Illinois","1600000US1776615","14207700700000","Ullin",820969,1603470,51.2
"5566","AR","Arkansas","1600000US0550000","04200300600000","Norfork",0,391743,0
"5567","IL","Illinois","1600000US1755379","14200601600000","Ohio",682473,490860,139.04
"5568","MI","Michigan","1600000US2613620","23207600300000","Carsonville",2022556,575573,351.4
"5569","NE","Nebraska","1600000US3108185","28201380100000","Cedar Creek",0,422899,0
"5570","IL","Illinois","1600000US1707510","14203400400000","Bowen",1019930,386302,264.02
"5571","IN","Indiana","1600000US1855080","15203200700000","North Salem",0,0,NA
"5572","OK","Oklahoma","1600000US4062000","37203500500000","Ravia",27301,21880347,0.12
"5573","IL","Illinois","1600000US1701140","14204800200000","Altona",234306,350143,66.92
"5574","IL","Illinois","1600000US1702531","14209500200000","Ashley",218306,472054,46.25
"5575","MI","Michigan","1600000US2669880","23206470100000","Rothbury",10252,535673,1.91
"5576","NC","North Carolina","1600000US3768040","34207170100000","Topsail Beach",4241268,19975631,21.23
"5577","TN","Tennessee","1600000US4721740","43207000300000","Ducktown",409309,589982,69.38
"5578","IL","Illinois","1600000US1759709","14200300400000","Pierron",359860,604363,59.54
"5579","NE","Nebraska","1600000US3101535","28202100200000","Ansley",914983,1327244,68.94
"5580","NE","Nebraska","1600000US3130345","28205500800000","Malcolm",3213,575076,0.56
"5581","OH","Ohio","1600000US3943904","36207200600000","Lindsey",0,850931,0
"5582","MI","Michigan","1600000US2628000","23202800100000","Fife Lake",16594,307518,5.4
"5583","NE","Nebraska","1600000US3133880","28206500500000","Nelson",884648,1337523,66.14
"5584","LA","Louisiana","1600000US2221765","19202200200000","Dry Prong",171292,360587,47.5
"5585","IL","Illinois","1600000US1718446","14207000300000","Dalton City",6971,343530,2.03
"5586","TN","Tennessee","1600000US4758940","43207890100000","Pittman Center",362729,996008,36.42
"5587","NE","Nebraska","1600000US3129960","28209300600000","McCool Junction",0,647584,0
"5588","IL","Illinois","1600000US1710591","14202100300000","Camargo",459869,407344,112.89
"5589","MI","Michigan","1600000US2657920","23203000700000","North Adams",14619,410268,3.56
"5590","GA","Georgia","1600000US1357568","11211300300000","Offerman",304,231261,0.13
"5591","IL","Illinois","1600000US1723269","14205400300000","Elkhart",1230451,464349,264.98
"5592","NC","North Carolina","1600000US3703100","34206100100000","Bakersville",598391,2046776,29.24
"5593","LA","Louisiana","1600000US2228940","19202100100000","Gilbert",51716,586480,8.82
"5594","LA","Louisiana","1600000US2231250","19201100300000","Grayson",449724,545364,82.46
"5595","VA","Virginia","1600000US5128544","47203200100000","Floyd County",32606989,23497310,138.77
"5596","IL","Illinois","1600000US1719200","14207400500000","Deland",1489799,441577,337.38
"5597","IL","Illinois","1600000US1737647","14202901100000","Ipava",116184,388289,29.92
"5598","OR","Oregon","1600000US4126650","38203500100000","Fossil",771937,664457,116.18
"5599","IL","Illinois","1600000US1716405","14205300300000","Cornell",26107,269251,9.7
"5600","IL","Illinois","1600000US1777720","14200500400000","Versailles",19127,316498,6.04
"5601","TN","Tennessee","1600000US4733400","43204000200000","Henry",1190564,778823,152.87
"5602","TN","Tennessee","1600000US4763080","43203300500000","Ridgeside",764158,469421,162.79
"5603","OK","Oklahoma","1600000US4011050","37200900100000","Calumet",43994,2338074,1.88
"5604","OR","Oregon","1600000US4110050","38201500200000","Butte Falls",850513,705748,120.51
"5605","TN","Tennessee","1600000US4717000","43207000200000","Copperhill",2729734,1438679,189.74
"5606","IL","Illinois","1600000US1735398","14201400800000","Hoffman",4050,290511,1.39
"5607","NE","Nebraska","1600000US3138160","28206100400000","Palmer",16213,1094152,1.48
"5608","OK","Oklahoma","1600000US4006200","37200800300000","Binger",0,300753,0
"5609","MI","Michigan","1600000US2636860","23200100100000","Harrisville",1360292,1119132,121.55
"5610","OK","Oklahoma","1600000US4013000","37200800600000","Cement",0,629790,0
